,prova_realizada_em,dia_da_prova_realizada,nota,nota_redacao,horario_da_prova,sexo,estado_civil,escolaridade,cidade_de_nascimento,bairro
5431,MT - Mato Grosso,12/01/2017,"4,85","1,6",Noite,Feminino,Solteiro(a),Superior,CAMPO GRANDE,JARDIM ALVORADA
5432,MT - Mato Grosso,16/01/2017,"4,8","1,3",Noite,Masculino,Solteiro(a),Ensino médio,SORRISO,ZONA RURAL
5433,MT - Mato Grosso,16/01/2017,"4,75","1,5",Noite,Masculino,Casado(a),Ensino médio,TUPIRANOPOLIS,Centro
5434,MT - Mato Grosso,12/01/2017,"4,75","1,5",Noite,Masculino,Casado(a),Ensino médio,Sorriso,Centro
5435,MT - Mato Grosso,13/01/2017,"4,65","1,4",Noite,Masculino,Casado(a),Ensino médio,Zé doca ,São Mateus 
5436,MT - Mato Grosso,12/01/2017,"4,55","1,3",Noite,Feminino,Casado(a),Ensino médio,MIRASSOL D'OESTE ,RESIDENCIAL TOPAZIO
5437,MT - Mato Grosso,15/01/2017,"4,55","1,3",Noite,Masculino,Casado(a),Ensino médio,sorriso,JARDIM ALVORADA
5438,MT - Mato Grosso,15/01/2017,"4,25",0,Noite,Masculino,Casado(a),Superior,Vitorino ,bom Jesus 
5439,MT - Mato Grosso,15/01/2017,"4,25",0,Noite,Masculino,Solteiro(a),Ensino médio,Senador Alexandre Costa,Taiamã 2
5440,MT - Mato Grosso,16/01/2017,"3,75",0,Noite,Masculino,Solteiro(a),Ensino médio,Guaranta do norte,Jardim vitoria
5441,MT - Mato Grosso,12/01/2017,"3,75",0,Noite,Feminino,Divorciado(a),Ensino médio,piraju,pinheiros 2
5442,MT - Mato Grosso,15/01/2017,"3,5",0,Noite,Feminino,Solteiro(a),Ensino médio,Terra nova do norte,Bela vista
5443,MT - Mato Grosso,12/01/2017,"3,5",0,Noite,Masculino,Solteiro(a),Ensino médio,Mt,Vila bela 
5444,MT - Mato Grosso,14/01/2017,"3,25",0,Noite,Masculino,Solteiro(a),Ensino médio,Terra nova do norte,Pinheiros 3
5445,MT - Mato Grosso,14/01/2017,3,0,Noite,Feminino,Solteiro(a),Ensino médio,ITAITUBA,PINHEIROS 03 
5446,MT - Mato Grosso,13/01/2017,3,0,Noite,Feminino,Solteiro(a),Ensino médio,Joselandia,VILA BELA
5447,MT - Mato Grosso,13/01/2017,3,0,Noite,Masculino,Solteiro(a),Ensino médio,Esperantinópolis,Centro
5448,MT - Mato Grosso,16/01/2017,3,0,Noite,Masculino,Casado(a),Ensino médio,nova canaa do norte,INDUSTRIAL
5449,MT - Mato Grosso,13/01/2017,3,0,Noite,Feminino,Solteiro(a),Ensino médio,nobres,nos campos
5450,MT - Mato Grosso,12/01/2017,3,0,Noite,Masculino,Casado(a),Ensino médio,Diamantino,Jardim das Violetas
5451,MT - Mato Grosso,13/01/2017,3,0,Noite,Masculino,Casado(a),Ensino médio,RONDONÓPOLIS,JARDIM TROPICAL
5452,MT - Mato Grosso,15/01/2017,3,0,Noite,Feminino,Separado(a),Superior,Maravilha ,Topázio 
5453,MT - Mato Grosso,13/01/2017,3,0,Noite,Feminino,Solteiro(a),Superior,JI-PARANÁ,Setor Industrial Norte
5454,MT - Mato Grosso,16/01/2017,3,0,Noite,Masculino,Solteiro(a),Ensino médio,Paranatinga ,Centro
5455,MT - Mato Grosso,15/01/2017,3,0,Noite,Feminino,Solteiro(a),Ensino médio,AJURICABA,PARQUE DAS AMÉRICAS
5456,MT - Mato Grosso,15/01/2017,3,0,Noite,Feminino,Casado(a),Ensino médio,sorriso,Centro
5457,MT - Mato Grosso,14/01/2017,3,0,Noite,Masculino,Solteiro(a),Ensino médio,TERRA NOVA DO NORTE,PINHEIRO
5458,MT - Mato Grosso,12/01/2017,3,0,Noite,Masculino,Solteiro(a),Ensino médio,SORRISO,JARDIM ALVORADA
5459,MT - Mato Grosso,13/01/2017,3,0,Noite,Masculino,Solteiro(a),Superior,Sorriso,Jardim California
5460,MT - Mato Grosso,14/01/2017,3,0,Noite,Feminino,Solteiro(a),Superior,PRESIDENTE MEDICI ,PARK DAS ARARAS 
5461,MT - Mato Grosso,15/01/2017,3,0,Noite,Masculino,Divorciado(a),Superior incompleto,NOVA LONDRINA PR,Parque das Araras
5462,MT - Mato Grosso,12/01/2017,"2,75",0,Noite,Feminino,Casado(a),Superior,VILA VELHA,JARDIM AURORA
5463,MT - Mato Grosso,15/01/2017,"2,75",0,Noite,Masculino,Solteiro(a),Ensino médio,Ponta Porã - MS,Zona rural
5464,MT - Mato Grosso,14/01/2017,"2,75",0,Noite,Feminino,Divorciado(a),Ensino médio,Santa Ines,Jardim primavera
5465,MT - Mato Grosso,12/01/2017,"2,75",0,Noite,Masculino,Solteiro(a),Ensino médio,ituiutaba,Centro
5466,MT - Mato Grosso,15/01/2017,"2,75",0,Noite,Feminino,Casado(a),Nível técnico,Planalto,Topazio
5467,MT - Mato Grosso,14/01/2017,"2,75",0,Noite,Feminino,Solteiro(a),Ensino médio,açailandia,JARDIM AMERICA
5468,MT - Mato Grosso,15/01/2017,"2,75",0,Noite,Feminino,Casado(a),Ensino médio,Renascença ,Centro
5469,MT - Mato Grosso,13/01/2017,"2,75",0,Noite,Masculino,Solteiro(a),Superior,DOM AQUINO,Centro
5470,MT - Mato Grosso,14/01/2017,"2,75",0,Noite,Masculino,Solteiro(a),Ensino médio,tucurui ,rota do sol
5471,MT - Mato Grosso,14/01/2017,"2,75",0,Noite,Feminino,Solteiro(a),Ensino médio,Rosário Oeste ,Centro
5472,MT - Mato Grosso,16/01/2017,"2,75",0,Noite,Feminino,Solteiro(a),Superior,Campo Grande,Jardim Tropical
5473,MT - Mato Grosso,12/01/2017,"2,75",0,Noite,Masculino,Solteiro(a),Ensino médio,Cuiabá ,Jd das Américas 
5474,MT - Mato Grosso,15/01/2017,"2,5",0,Noite,Masculino,Casado(a),Ensino médio,Diamantino ,São Mateus
5475,MT - Mato Grosso,12/01/2017,"2,5",0,Noite,Masculino,Casado(a),Superior incompleto,palotina,pinheiros 2
5476,MT - Mato Grosso,13/01/2017,"2,5",0,Noite,Masculino,Solteiro(a),Nível técnico,pastos bons,Distrito de Primavera
5477,MT - Mato Grosso,14/01/2017,"2,5",0,Noite,Feminino,Solteiro(a),Ensino médio,itapejara D´ oeste,Centro
5478,MT - Mato Grosso,13/01/2017,"2,5",0,Noite,Feminino,Solteiro(a),Ensino médio,Sorriso,Novos Campos
5479,MT - Mato Grosso,13/01/2017,"2,5",0,Noite,Feminino,Solteiro(a),Ensino médio,rosário oeste,vila bela
5480,MT - Mato Grosso,15/01/2017,"2,5",0,Noite,Masculino,Separado(a),Ensino médio,CUIABA,Jardim Europa
5481,MT - Mato Grosso,14/01/2017,"2,5",0,Noite,Feminino,Solteiro(a),Ensino médio,Cuiabá MT ,Centro
5482,MT - Mato Grosso,14/01/2017,"2,5",0,Noite,Feminino,Divorciado(a),Superior incompleto,altamira,primavera
5483,MT - Mato Grosso,12/01/2017,"2,5",0,Noite,Feminino,Solteiro(a),Superior incompleto,Foz do iguacu,Vila bela
5484,MT - Mato Grosso,16/01/2017,"2,5",0,Noite,Masculino,Solteiro(a),Ensino médio,Sorriso-MT ,Centro
5485,MT - Mato Grosso,14/01/2017,"2,5",0,Noite,Feminino,Casado(a),Ensino médio,CAMPO VERDE,PARQUE DAS EMAS 2
5486,MT - Mato Grosso,15/01/2017,"2,5",0,Noite,Feminino,Solteiro(a),Ensino médio,Francisco Beltrão,Centro
5487,MT - Mato Grosso,13/01/2017,"2,5",0,Noite,Masculino,Solteiro(a),Nível técnico,SORRISO,Centro
5488,MT - Mato Grosso,13/01/2017,"2,5",0,Noite,Masculino,Solteiro(a),Ensino médio,sorriso,São Jose
5489,MT - Mato Grosso,16/01/2017,"2,5",0,Noite,Feminino,Solteiro(a),Ensino médio,Iporá ,Centro
5490,MT - Mato Grosso,16/01/2017,"2,5",0,Noite,Feminino,Solteiro(a),Ensino médio,cuiaba,residencial recanto do sol
5491,MT - Mato Grosso,12/01/2017,"2,25",0,Noite,Masculino,Solteiro(a),Ensino médio,TAPURAH,JARDINS
5492,MT - Mato Grosso,13/01/2017,"2,25",0,Noite,Feminino,Solteiro(a),Ensino médio,constantina,Centro
5493,MT - Mato Grosso,13/01/2017,"2,25",0,Noite,Masculino,Casado(a),Superior,Amambaí,Centro
5494,MT - Mato Grosso,12/01/2017,"2,25",0,Noite,Masculino,Casado(a),Ensino médio,SAO MIGUEL DO OESTE,RESIDENCIAL TOPAZIO
5495,MT - Mato Grosso,15/01/2017,"2,25",0,Noite,Masculino,Solteiro(a),Superior,GOIANIA,Jardim das Itaúbas
5496,MT - Mato Grosso,13/01/2017,"2,25",0,Noite,Masculino,Solteiro(a),Ensino médio,SORRISO,BELA VISTA
5497,MT - Mato Grosso,15/01/2017,"2,25",0,Noite,Feminino,Solteiro(a),Ensino médio,Alta floresta,Recanto dos pássaros
5498,MT - Mato Grosso,14/01/2017,"2,25",0,Noite,Feminino,Solteiro(a),Ensino médio,peixoto de azevedo,santa clara
5499,MT - Mato Grosso,15/01/2017,"2,25",0,Noite,Feminino,Solteiro(a),Superior,IMPERATRIZ,SAO JOSE
5500,MT - Mato Grosso,12/01/2017,2,0,Noite,Feminino,Solteiro(a),Ensino médio,Sete Quedas ,Jardim bela vista
5501,MT - Mato Grosso,16/01/2017,2,0,Noite,Feminino,Solteiro(a),Superior incompleto,mirassol,Jardim Maringá
5502,MT - Mato Grosso,12/01/2017,"1,75",0,Noite,Feminino,Solteiro(a),Ensino médio,palmeirandia,sao mateus
5503,MT - Mato Grosso,15/01/2017,"1,75",0,Noite,Feminino,Solteiro(a),Ensino médio,MATUPÁ,ROTA DO SOL
5504,MT - Mato Grosso,12/01/2017,"5,9","2,4",Noite,Masculino,Solteiro(a),Nível técnico,Campo Novo do Parecis ,Jardim olenka 
5505,MT - Mato Grosso,13/01/2017,"5,7","2,2",Noite,Masculino,Casado(a),Nível técnico,Teresina ,Centro
5506,MT - Mato Grosso,12/01/2017,"5,7","2,2",Noite,Masculino,Solteiro(a),Superior,Tangará da Serra,Nossa Sra. Aparecida
5507,MT - Mato Grosso,14/01/2017,"5,7","2,2",Noite,Feminino,Casado(a),Ensino médio,TUMTUM,JARDIM DAS PALMEIRAS
5508,MT - Mato Grosso,16/01/2017,"5,7","2,2",Noite,Feminino,Solteiro(a),Ensino médio,BRASNORTE,JARDIM OLENKA
5509,MT - Mato Grosso,16/01/2017,"5,7","2,2",Noite,Feminino,Solteiro(a),Superior incompleto,TANGARA DA SERRA,RESIDENCIAL DONA JULIA
5510,MT - Mato Grosso,15/01/2017,"5,65","2,4",Noite,Masculino,Solteiro(a),Especialização,CAMPO ERE,ALVORADA
5511,MT - Mato Grosso,15/01/2017,"5,6","2,1",Noite,Feminino,Casado(a),Ensino médio,Palmas,Centro
5512,MT - Mato Grosso,12/01/2017,"5,6","2,1",Noite,Masculino,Solteiro(a),Ensino médio,maceio,Centro
5513,MT - Mato Grosso,15/01/2017,"5,55","2,3",Noite,Masculino,Solteiro(a),Superior,Cuiaba ,Olenka
5514,MT - Mato Grosso,15/01/2017,"5,55","2,3",Noite,Feminino,Solteiro(a),Superior,Macéio,Centro
5515,MT - Mato Grosso,15/01/2017,"5,55","2,3",Noite,Feminino,Solteiro(a),Superior incompleto,Aripuana ,Jardim Elite 
5516,MT - Mato Grosso,16/01/2017,"5,55","2,3",Noite,Masculino,Solteiro(a),Ensino médio,Cuiaba,Bosque da Saúde
5517,MT - Mato Grosso,15/01/2017,"5,5",2,Noite,Masculino,Casado(a),Ensino médio,Jauru ,Centro
5518,MT - Mato Grosso,14/01/2017,"5,5",2,Noite,Feminino,Solteiro(a),Ensino médio,PORTO CALVOMARIA,NS APARECIDA
5519,MT - Mato Grosso,15/01/2017,"5,45","2,2",Noite,Masculino,Casado(a),Ensino médio,Diamantino,Zona Rural
5520,MT - Mato Grosso,16/01/2017,"5,45","2,2",Noite,Feminino,Casado(a),Superior,Arenapolis,JARDIM PRIMAVERA
5521,MT - Mato Grosso,16/01/2017,"5,45","2,2",Noite,Masculino,Solteiro(a),Ensino médio,TANGARÁ DA SERRA,NOSSA SENHORA APARECIDA
5522,MT - Mato Grosso,12/01/2017,"5,4","1,9",Noite,Masculino,Casado(a),Superior,TANGARA DA SERRA,Centro
5523,MT - Mato Grosso,14/01/2017,"5,4","1,9",Noite,Masculino,Solteiro(a),Ensino médio,CUIABA,Centro
5524,MT - Mato Grosso,12/01/2017,"5,35","2,1",Noite,Masculino,Casado(a),Nível técnico,Buriti,Centro
5525,MT - Mato Grosso,12/01/2017,"5,3","1,8",Noite,Feminino,Casado(a),Superior incompleto,MURICI,Centro
5526,MT - Mato Grosso,12/01/2017,"5,3","1,8",Noite,Masculino,Solteiro(a),Ensino médio,Agua boa,olenca
5527,MT - Mato Grosso,15/01/2017,"5,25",2,Noite,Masculino,Solteiro(a),Ensino médio,TANGARA DA SERRA,JARDIM PRIMAVERA
5528,MT - Mato Grosso,12/01/2017,"5,25",2,Noite,Masculino,Solteiro(a),Superior incompleto,araputanga,JARDIM ALVORADA
5529,MT - Mato Grosso,12/01/2017,"5,25",2,Noite,Masculino,Casado(a),Nível técnico,CÁCERES,JARDIM ALVORADA
5530,MT - Mato Grosso,15/01/2017,"5,25",2,Noite,Masculino,Divorciado(a),Ensino médio,ARENAPOLIS,JARDIN DAS PALMEIRAS
5531,MT - Mato Grosso,13/01/2017,"5,25",2,Noite,Masculino,Solteiro(a),Nível técnico,ARENAPOLIS,JARDIM OLENKA
5532,MT - Mato Grosso,14/01/2017,"5,2","1,7",Noite,Masculino,Casado(a),Ensino médio,TANGARÁ DA SERRA,JD PRIMAVERA 
5533,MT - Mato Grosso,13/01/2017,"5,15","1,9",Noite,Masculino,Solteiro(a),Superior,Campo Novo do Parecis,Olenka
5534,MT - Mato Grosso,12/01/2017,"5,15","1,9",Noite,Masculino,Solteiro(a),Ensino médio,são miguel do guapore ,Centro
5535,MT - Mato Grosso,14/01/2017,"5,15","1,9",Noite,Feminino,Casado(a),Ensino médio,toledo,Centro
5536,MT - Mato Grosso,14/01/2017,"5,15","1,9",Noite,Feminino,Solteiro(a),Ensino médio,lucas do rio verde,nossa senhora aparecida 
5537,MT - Mato Grosso,16/01/2017,"5,05","1,8",Noite,Masculino,Solteiro(a),Ensino médio,TANGARA DA SERRA,RESIDENCIAL DONA JULIA
5538,MT - Mato Grosso,16/01/2017,"5,05","1,8",Noite,Feminino,Solteiro(a),Superior,Nortelandia,Jardim Alvorada
5539,MT - Mato Grosso,14/01/2017,"5,05","1,8",Noite,Masculino,Solteiro(a),Ensino médio,castanheira ,JARDIM DAS PALMEIRAS 
5540,MT - Mato Grosso,15/01/2017,"5,05","1,8",Noite,Masculino,Solteiro(a),Superior incompleto,Barra do Bugres,Jardim elite
5541,MT - Mato Grosso,15/01/2017,"5,05","1,8",Noite,Feminino,Solteiro(a),Ensino médio,tangara da serra,nossa senhora parecida
5542,MT - Mato Grosso,14/01/2017,"4,95","1,7",Noite,Feminino,Casado(a),Superior,JUNQUEIRO,Centro
5543,MT - Mato Grosso,15/01/2017,"4,95","1,7",Noite,Masculino,Solteiro(a),Superior incompleto,Ganhará da serra,Boa esperança 
5544,MT - Mato Grosso,12/01/2017,"4,8","1,3",Noite,Feminino,Casado(a),Ensino médio,Jacobina-Ba,Jardim Alvorada
5545,MT - Mato Grosso,12/01/2017,"4,55","1,3",Noite,Masculino,Casado(a),Ensino médio,jaciara,jardim das palmeiras
5546,MT - Mato Grosso,16/01/2017,"4,5",0,Noite,Masculino,Casado(a),Ensino médio,Mirandópolis,Apto01
5547,MT - Mato Grosso,12/01/2017,"4,45","1,2",Noite,Feminino,Casado(a),Ensino médio,montes claro,nossa senora aparecida
5548,MT - Mato Grosso,15/01/2017,4,0,Noite,Feminino,Casado(a),Ensino médio,Arenapolis,Jardim Alvorada
5549,MT - Mato Grosso,13/01/2017,4,0,Noite,Masculino,Casado(a),Ensino médio,TANGARA DA SERRA,JARDIM DAS PALMEIRAS
5550,MT - Mato Grosso,12/01/2017,"3,75",0,Noite,Masculino,Solteiro(a),Superior,Tangara da serra ,Fazenda 
5551,MT - Mato Grosso,16/01/2017,"3,5",0,Noite,Feminino,Solteiro(a),Ensino médio,Poconé,Centro
5552,MT - Mato Grosso,13/01/2017,"3,5",0,Noite,Feminino,Solteiro(a),Ensino médio,arenapolis,jardim alvorada
5553,MT - Mato Grosso,15/01/2017,"3,5",0,Noite,Feminino,Solteiro(a),Ensino médio,barra do bugres,alvorada
5554,MT - Mato Grosso,12/01/2017,"3,25",0,Noite,Masculino,Casado(a),Ensino médio,missal,ZONA RURAL
5555,MT - Mato Grosso,16/01/2017,"3,25",0,Noite,Masculino,Casado(a),Ensino médio,Guarani das Missões RS ,Nossa Senhora Aparecida 
5556,MT - Mato Grosso,15/01/2017,"3,25",0,Noite,Feminino,Casado(a),Ensino médio,planalto,Centro
5557,MT - Mato Grosso,16/01/2017,"3,25",0,Noite,Masculino,Casado(a),Ensino médio,Arenapolis,Centro
5558,MT - Mato Grosso,15/01/2017,"3,25",0,Noite,Masculino,Solteiro(a),Superior,crissiumal,jardin olenka
5559,MT - Mato Grosso,13/01/2017,"3,25",0,Noite,Masculino,Casado(a),Superior,nortelândia,NOSSA SENHORA APARECIDA 
5560,MT - Mato Grosso,12/01/2017,"3,25",0,Noite,Masculino,Casado(a),Superior,CASCAVEL,ALVORADA
5561,MT - Mato Grosso,12/01/2017,"3,25",0,Noite,Feminino,Solteiro(a),Ensino médio,RIO LARGO,1494
5562,MT - Mato Grosso,15/01/2017,"3,25",0,Noite,Masculino,Casado(a),Ensino médio,uniao da vitoria,jd das palmeiras
5563,MT - Mato Grosso,15/01/2017,"3,25",0,Noite,Feminino,Casado(a),Ensino médio,ARENAPOLIS,PRIMAVERA
5564,MT - Mato Grosso,15/01/2017,3,0,Noite,Masculino,Casado(a),Ensino médio,cuiabá,ZONA RURAL
5565,MT - Mato Grosso,16/01/2017,3,0,Noite,Masculino,Casado(a),Superior,sao luiz gonzaga,jardim olenka
5566,MT - Mato Grosso,16/01/2017,3,0,Noite,Masculino,Solteiro(a),Nível técnico,Barra do Bugres,Jardim das Palmeiras
5567,MT - Mato Grosso,12/01/2017,3,0,Noite,Masculino,Solteiro(a),Nível técnico,Poconé ,Jardim das Palmeiras 
5568,MT - Mato Grosso,14/01/2017,3,0,Noite,Masculino,Solteiro(a),Ensino médio,Tangara da serra,Jardim das palmeiras
5569,MT - Mato Grosso,12/01/2017,3,0,Noite,Masculino,Casado(a),Ensino médio,NOVA OLIMIPIA ,JARDIM DAS FLORES
5570,MT - Mato Grosso,12/01/2017,3,0,Noite,Masculino,Solteiro(a),Ensino médio,SÃO JOSE DOS QUATRO MARQUES,JARDINS DAS  PALMEIRA
5571,MT - Mato Grosso,12/01/2017,3,0,Noite,Feminino,Casado(a),Superior,são gabriel,jardim das palmeiras
5572,MT - Mato Grosso,13/01/2017,3,0,Noite,Masculino,Casado(a),Ensino médio,Nova olimpia,Jardim das Palmeiras
5573,MT - Mato Grosso,12/01/2017,3,0,Noite,Feminino,Solteiro(a),Ensino médio,PINTADAS,Centro
5574,MT - Mato Grosso,16/01/2017,3,0,Noite,Masculino,Solteiro(a),Ensino médio,barra do bugres,Centro
5575,MT - Mato Grosso,14/01/2017,3,0,Noite,Masculino,Solteiro(a),Ensino médio,juina ,jardim das palmeiras 
5576,MT - Mato Grosso,16/01/2017,3,0,Noite,Masculino,Solteiro(a),Superior,ARENÁPOLIS,ALVORADA
5577,MT - Mato Grosso,14/01/2017,3,0,Noite,Feminino,Casado(a),Ensino médio,diamantino,alvorada
5578,MT - Mato Grosso,15/01/2017,3,0,Noite,Feminino,Solteiro(a),Superior,Barra do Bugres ,Jardim elite 1
5579,MT - Mato Grosso,15/01/2017,3,0,Noite,Feminino,Solteiro(a),Superior incompleto,são miguel dos campos,Jardins das Palmeiras 
5580,MT - Mato Grosso,12/01/2017,3,0,Noite,Masculino,Solteiro(a),Superior incompleto,JUINA,JARDIM DAS PALMEIRAS
5581,MT - Mato Grosso,12/01/2017,3,0,Noite,Feminino,Solteiro(a),Superior,SÃO JOSÉ DO RIO CLARO,Centro
5582,MT - Mato Grosso,12/01/2017,3,0,Noite,Masculino,Solteiro(a),Ensino médio,Cuiabá ,Centro
5583,MT - Mato Grosso,12/01/2017,3,0,Noite,Masculino,Solteiro(a),Ensino médio,FOZ DO IGUAÇU,Centro
5584,MT - Mato Grosso,13/01/2017,3,0,Noite,Masculino,Solteiro(a),Ensino médio,Campo Novo do Parecis,Centro
5585,MT - Mato Grosso,14/01/2017,3,0,Noite,Masculino,Solteiro(a),Superior incompleto,alta floresta do oeste,alvorada
5586,MT - Mato Grosso,12/01/2017,3,0,Noite,Feminino,Casado(a),Superior,Barreiras,Ponte Nova
5587,MT - Mato Grosso,16/01/2017,3,0,Noite,Masculino,Solteiro(a),Superior,cuiaba,centro
5588,MT - Mato Grosso,12/01/2017,"2,75",0,Noite,Feminino,Solteiro(a),Ensino médio,Capela do alto alegre,Nossa senhora aparecida
5589,MT - Mato Grosso,14/01/2017,"2,75",0,Noite,Feminino,Casado(a),Ensino médio,JOINVILE ,ZONA RURAL
5590,MT - Mato Grosso,13/01/2017,"2,75",0,Noite,Masculino,Solteiro(a),Ensino médio,alta floresta,nossa senhora aparecida
5591,MT - Mato Grosso,15/01/2017,"2,75",0,Noite,Masculino,Solteiro(a),Ensino médio,barra do bugres,ZONA RURAL
5592,MT - Mato Grosso,15/01/2017,"2,75",0,Noite,Masculino,Solteiro(a),Superior incompleto,Cruz alta,Jardim primavera
5593,MT - Mato Grosso,16/01/2017,"2,75",0,Noite,Masculino,Casado(a),Ensino médio,Brasnorte,Distrito marechal Rondon
5594,MT - Mato Grosso,16/01/2017,"2,75",0,Noite,Masculino,Casado(a),Ensino médio,TOLEDO,Centro
5595,MT - Mato Grosso,15/01/2017,"2,75",0,Noite,Masculino,Solteiro(a),Ensino médio,Campo Grande MS,NSA
5596,MT - Mato Grosso,15/01/2017,"2,75",0,Noite,Masculino,Casado(a),Superior incompleto,Presidente Epitacio,Alvorada
5597,MT - Mato Grosso,15/01/2017,"2,75",0,Noite,Feminino,Casado(a),Ensino médio,Juina,Centro
5598,MT - Mato Grosso,14/01/2017,"2,75",0,Noite,Feminino,Solteiro(a),Ensino médio,PINHEIRO,JARDIM DAS PALMEIRAS
5599,MT - Mato Grosso,12/01/2017,"2,75",0,Noite,Masculino,Solteiro(a),Ensino médio,palma sola,Centro
5600,MT - Mato Grosso,16/01/2017,"2,75",0,Noite,Feminino,Solteiro(a),Ensino médio,Atalaia,Jardim das Palmeiras
5601,MT - Mato Grosso,13/01/2017,"2,75",0,Noite,Masculino,Solteiro(a),Ensino médio,Campo Novo do Parecis,Alvorada
5602,MT - Mato Grosso,12/01/2017,"2,75",0,Noite,Masculino,Solteiro(a),Ensino médio,toledo,nossa senhora aparecida 
5603,MT - Mato Grosso,12/01/2017,"2,5",0,Noite,Masculino,Solteiro(a),Ensino médio,Campo Novo do Parecis,Centro
5604,MT - Mato Grosso,16/01/2017,"2,5",0,Noite,Masculino,Solteiro(a),Ensino médio,Brasnorte,ZONA RURAL
5605,MT - Mato Grosso,15/01/2017,"2,5",0,Noite,Masculino,Casado(a),Ensino médio,PALMAS,Alvorada
5606,MT - Mato Grosso,14/01/2017,"2,5",0,Noite,Feminino,Solteiro(a),Ensino médio,alto paraguai ,alvorada
5607,MT - Mato Grosso,16/01/2017,"2,5",0,Noite,Masculino,Casado(a),Ensino médio,RIO DOS CEDROS,JARDIM DAS PALMEIRAS
5608,MT - Mato Grosso,12/01/2017,"2,5",0,Noite,Feminino,Casado(a),Ensino fundamental,Jaciara ,Jardim das palmeiras 
5609,MT - Mato Grosso,12/01/2017,"2,5",0,Noite,Feminino,Solteiro(a),Ensino médio,Colorado do Oeste,Fazenda
5610,MT - Mato Grosso,12/01/2017,"2,5",0,Noite,Masculino,Casado(a),Superior incompleto,CÁCERES,Centro
5611,MT - Mato Grosso,14/01/2017,"2,5",0,Noite,Feminino,Solteiro(a),Superior,CAMPO GRANDE,JARDIM AGUAS CLARAS
5612,MT - Mato Grosso,16/01/2017,"2,5",0,Noite,Feminino,Solteiro(a),Superior incompleto,CAMPO NOVO DO PARECIS,JARDIM OLENKA
5613,MT - Mato Grosso,16/01/2017,"2,5",0,Noite,Feminino,Solteiro(a),Superior,ARENÁPOLIS,ALVORADA
5614,MT - Mato Grosso,15/01/2017,"2,5",0,Noite,Feminino,Solteiro(a),Ensino médio,Penedo,Centro
5615,MT - Mato Grosso,12/01/2017,"2,5",0,Noite,Feminino,Solteiro(a),Ensino médio,Mairi-Ba,Nossa Senhora Aparecida
5616,MT - Mato Grosso,12/01/2017,"2,5",0,Noite,Masculino,Solteiro(a),Ensino médio,Campo novo  do Parecis,Nossa senhora aparecida
5617,MT - Mato Grosso,16/01/2017,"2,5",0,Noite,Feminino,Solteiro(a),Ensino médio,bacabal,jardim alvorada
5618,MT - Mato Grosso,16/01/2017,"2,25",0,Noite,Feminino,Solteiro(a),Superior incompleto,CACERES,ZONA RURAL
5619,MT - Mato Grosso,14/01/2017,"2,25",0,Noite,Feminino,Solteiro(a),Ensino médio,nortelandia,nossa senhora aparecida
5620,MT - Mato Grosso,15/01/2017,"2,25",0,Noite,Masculino,Solteiro(a),Ensino médio,CAMPO NOVO DO PARECIS,Olenka
5621,MT - Mato Grosso,15/01/2017,2,0,Noite,Feminino,Solteiro(a),Superior,SÃO MIGUEL DO IGUAÇU,Centro
5622,MT - Mato Grosso,15/01/2017,2,0,Noite,Feminino,Solteiro(a),Ensino médio,Caarapo ,Centro
5623,MT - Mato Grosso,12/01/2017,"1,75",0,Noite,Feminino,Casado(a),Superior,CACERES,JARDIM DAS PALMEIRAS 
5624,MT - Mato Grosso,13/01/2017,"1,75",0,Noite,Masculino,Solteiro(a),Superior incompleto,Campo Novo Do Parecis,Boa esperança
5625,PA - Pará,12/01/2017,"5,2","1,7",manhã,Feminino,Casado(a),Superior,JOÃO PESSOA,VALE DOS SONHOS
5626,PA - Pará,12/01/2017,"5,1","1,6",Noite,Masculino,Solteiro(a),Superior incompleto,XINGUARA,Centro
5627,PA - Pará,12/01/2017,"5,1","1,6",manhã,Masculino,Solteiro(a),Ensino médio,Xinguara,Centro
5628,PA - Pará,12/01/2017,5,"1,5",manhã,Masculino,Solteiro(a),Ensino médio,IMPERATRIZ,Centro
5629,PA - Pará,12/01/2017,5,"1,5",manhã,Feminino,Solteiro(a),Superior,São Félix do Xingu,Centro
5630,PA - Pará,06/01/2017,"4,85","1,6",manhã,Masculino,Casado(a),Superior,São Felix do Xingu,Centro
5631,PA - Pará,09/01/2017,"4,85","1,6",manhã,Masculino,Casado(a),Superior,Conceição do Araguaia,Setor Bela Vista
5632,PA - Pará,15/01/2017,"4,85","1,6",Noite,Feminino,Solteiro(a),Ensino médio,Xinguara,Centro
5633,PA - Pará,13/01/2017,"4,8","1,3",Noite,Masculino,Solteiro(a),Superior incompleto,AGUA AZUL DO NORTE,Centro
5634,PA - Pará,15/01/2017,"4,8","1,3",Noite,Feminino,Solteiro(a),Ensino médio,Xinguara,Centro
5635,PA - Pará,05/01/2017,"4,75","1,5",Noite,Masculino,Solteiro(a),Ensino médio,Pedreiras,rural
5636,PA - Pará,07/01/2017,"4,75","1,5",Noite,Feminino,Solteiro(a),Ensino médio,Brasília ,Marajoara
5637,PA - Pará,14/01/2017,"4,75","1,5",manhã,Masculino,Casado(a),Ensino médio,RIO MARIA,Centro
5638,PA - Pará,15/01/2017,"4,7","1,2",Noite,Feminino,Casado(a),Ensino médio,almerim,Marajoara
