,prova_realizada_em,dia_da_prova_realizada,nota,nota_redacao,horario_da_prova,sexo,estado_civil,escolaridade,cidade_de_nascimento,bairro
10177,RJ - Rio de Janeiro,05/08/2016,"7,2","1,7",manhã,Masculino,Solteiro(a),Superior,Campos dos Goytacazes,Dores de Macabu
10178,RJ - Rio de Janeiro,12/08/2016,"7,2","1,7",Noite,Feminino,Casado(a),Superior,Campos dos Goytacaze ,Parque João Maria
10179,RJ - Rio de Janeiro,04/08/2016,"7,15","1,9",Noite,Feminino,Solteiro(a),Superior,campos dos goytacazes,Alphaville
10180,RJ - Rio de Janeiro,09/08/2016,"7,15","1,4",manhã,Masculino,Casado(a),Superior,Campos dos Goytacazes,Parque Aurora
10181,RJ - Rio de Janeiro,11/08/2016,"7,1","2,1",manhã,Masculino,Solteiro(a),Ensino médio,Milagres,Centro
10182,RJ - Rio de Janeiro,12/08/2016,"7,1","1,6",manhã,Masculino,Solteiro(a),Superior incompleto,Campos dos goytacazes,Parque Aurora
10183,RJ - Rio de Janeiro,12/08/2016,7,"1,5",manhã,Masculino,Casado(a),Ensino médio,Castelo,Pacotuba
10184,RJ - Rio de Janeiro,13/08/2016,"6,95","1,7",Noite,Masculino,Solteiro(a),Ensino médio,campos dos goytacazes,centro
10185,RJ - Rio de Janeiro,13/08/2016,"6,95","1,7",manhã,Masculino,Solteiro(a),Ensino médio,Barbacena,Centro
10186,RJ - Rio de Janeiro,13/08/2016,"6,95","1,7",manhã,Feminino,Solteiro(a),Ensino médio,Campos dos Goytacazes,ZONA RURAL
10187,RJ - Rio de Janeiro,09/08/2016,"6,9","1,4",manhã,Masculino,Casado(a),Ensino médio,CAMPOS DOS GOYTACAZES,Rocha Sobrinho
10188,RJ - Rio de Janeiro,13/08/2016,"6,85","1,6",manhã,Masculino,Solteiro(a),Superior,Miracema,Parque Prazeres
10189,RJ - Rio de Janeiro,11/08/2016,"6,75",2,Noite,Masculino,Casado(a),Ensino médio,são Fidélis,Dois Rios
10190,RJ - Rio de Janeiro,04/08/2016,"6,6","1,6",manhã,Masculino,Solteiro(a),Ensino médio,campinas,Parque Leopoldina
10191,RJ - Rio de Janeiro,09/08/2016,"6,55","1,8",manhã,Masculino,Solteiro(a),Superior,GOVERNADOR VALADARES ,Boa Esperança
10192,RJ - Rio de Janeiro,08/08/2016,"6,55","0,8",manhã,Masculino,Casado(a),Ensino médio,campos dos goytacazes,barra do itabapoana
10193,RJ - Rio de Janeiro,01/08/2016,"6,5",2,Noite,Masculino,Casado(a),Superior,PONTE NOVA,Centro
10194,RJ - Rio de Janeiro,11/08/2016,"6,5",2,manhã,Masculino,Casado(a),Ensino médio,Campos dos Goytacazes,Ururaí
10195,RJ - Rio de Janeiro,08/08/2016,"6,45","1,2",Noite,Masculino,Casado(a),Superior incompleto,ITALVA,Parque Turf Club
10196,RJ - Rio de Janeiro,12/08/2016,"6,45","1,2",manhã,Feminino,Solteiro(a),Nível técnico,Campos dos goytacazes,Codim
10197,RJ - Rio de Janeiro,12/08/2016,"6,35","1,6",manhã,Feminino,Solteiro(a),Superior,Campos dos goytacazes,Parque Tarcisio Miranda
10198,RJ - Rio de Janeiro,04/08/2016,"6,35","1,1",Noite,Masculino,Casado(a),Nível técnico,RIO DE JANEIRO,Arsenal
10199,RJ - Rio de Janeiro,07/08/2016,"6,3","1,8",Noite,Feminino,Solteiro(a),Nível técnico,São Fidélis,Jonas de Almeida e Silva
10200,RJ - Rio de Janeiro,13/08/2016,"6,26","1,51",Noite,Masculino,Solteiro(a),Nível técnico,SÃO GONÇALO,Parque Califórnia
10201,RJ - Rio de Janeiro,13/08/2016,"6,25","1,5",manhã,Masculino,Casado(a),Ensino médio,São João da barra,Santa Clara
10202,RJ - Rio de Janeiro,08/08/2016,"6,15","1,4",Noite,Masculino,Solteiro(a),Superior incompleto,CAMPOS DOS GOYTACAZES,Goytacazes (Goytacazes)
10203,RJ - Rio de Janeiro,13/08/2016,"6,15","1,4",Noite,Masculino,Casado(a),Ensino médio,Campos dos Goytacazes,Parque Leopoldina
10204,RJ - Rio de Janeiro,08/08/2016,"6,05","1,3",manhã,Masculino,Solteiro(a),Ensino médio,Cachoeiro de Itapemirim,Centro
10205,RJ - Rio de Janeiro,11/08/2016,"5,9","1,9",manhã,Feminino,Viúvo(a),Ensino médio,CAMPOS DOS GOYTACAZES,Centro
10206,RJ - Rio de Janeiro,11/08/2016,"5,9","1,9",manhã,Feminino,Solteiro(a),Especialização,Italva,Parque São Silvestre
10207,RJ - Rio de Janeiro,12/08/2016,"5,85","1,6",Noite,Feminino,Solteiro(a),Superior,CASTELO,ZONA RURAL
10208,RJ - Rio de Janeiro,12/08/2016,"5,75","1,5",Noite,Feminino,Solteiro(a),Superior,Santo Antônio de Pádua,Centro
10209,RJ - Rio de Janeiro,13/08/2016,"5,75","1,5",manhã,Feminino,Solteiro(a),Ensino médio,campos dos goytacazes,Parque Turf Club
10210,RJ - Rio de Janeiro,13/08/2016,"5,75","1,5",Noite,Feminino,Divorciado(a),Ensino médio,Campos dos goutacazes,Pq alvorada
10211,RJ - Rio de Janeiro,06/01/2017,"5,7","1,2",Noite,Masculino,Solteiro(a),Superior incompleto,CAMPOS DOS GOYTACAZES,Parque Turf Club
10212,RJ - Rio de Janeiro,12/08/2016,"5,65","1,4",Noite,Masculino,Solteiro(a),Ensino médio,CAMPOS DOS GOITACAZES,Parque João Maria
10213,RJ - Rio de Janeiro,13/08/2016,"5,65","1,4",Noite,Masculino,Casado(a),Superior,CAMPOS DOS GOYTACAZES,Parque Tarcisio Miranda
10214,RJ - Rio de Janeiro,12/08/2016,"5,4","1,4",manhã,Masculino,Casado(a),Nível técnico,Campos dos goytacazes,Travessão
10215,RJ - Rio de Janeiro,14/01/2017,"5,15","0,9",Noite,Feminino,Separado(a),Ensino médio,Natividade,Bom Jesus do Querendo
10216,RJ - Rio de Janeiro,11/08/2016,5,1,Noite,Feminino,Casado(a),Ensino médio,campos dos goitacazes,Parque Julião Nogueira
10217,GO - Goiás,12/08/2016,4,0,Noite,Feminino,Casado(a),Ensino médio,TAGUATINGA,ZONA RURAL
10218,GO - Goiás,05/08/2016,"3,75",0,manhã,Masculino,Solteiro(a),Ensino médio,MARABÁ-PARÁ,SETOR GERALDO JAIME
10219,GO - Goiás,28/07/2016,"3,5",0,manhã,Masculino,Solteiro(a),Ensino médio,Alexania ,Centro
10220,GO - Goiás,09/01/2017,"3,5",0,Noite,Feminino,Solteiro(a),Ensino médio,Camacari,Geraldo jaime
10221,GO - Goiás,06/08/2016,"3,5",0,manhã,Feminino,Solteiro(a),Superior incompleto,Niquelândia,Novo horizonte 
10222,GO - Goiás,12/08/2016,"3,5",0,Noite,Feminino,Casado(a),Ensino médio,São Luis,Clube Nova Flórida
10223,GO - Goiás,10/01/2017,"3,5",0,manhã,Feminino,Solteiro(a),Superior,Brasilia DF,Céu Azul
10224,GO - Goiás,06/08/2016,"3,5",0,manhã,Masculino,Solteiro(a),Superior,Anápolis,Centro
10225,GO - Goiás,13/01/2017,"3,5",0,Noite,Masculino,Solteiro(a),Superior,ANAPOLIS,Centro
10226,GO - Goiás,31/07/2016,"3,5",0,Noite,Masculino,Solteiro(a),Superior,Alexânia,Centro
10227,GO - Goiás,05/01/2017,"3,25",0,Noite,Masculino,Casado(a),Ensino médio,Alexânia,Centro
10228,GO - Goiás,07/08/2016,"3,25",0,Noite,Masculino,Casado(a),Superior,Alexania,Centro
10229,GO - Goiás,15/01/2017,"3,25",0,Noite,Masculino,Solteiro(a),Ensino médio,Sobradinho,Setor Mariano Machado
10230,GO - Goiás,06/08/2016,"3,25",0,manhã,Feminino,Casado(a),Superior,TAGUATINGA,GERALDO JAIME
10231,GO - Goiás,06/08/2016,"3,25",0,manhã,Feminino,Solteiro(a),Superior incompleto,Alexânia,Setor 13 de maio
10232,GO - Goiás,29/07/2016,"3,25",0,Noite,Feminino,Solteiro(a),Superior incompleto,Brasília,Centro
10233,GO - Goiás,28/07/2016,3,0,Noite,Masculino,Solteiro(a),Ensino médio,Corumba de Goiás,Centro
10234,GO - Goiás,28/07/2016,3,0,Noite,Feminino,Casado(a),Ensino médio,Posse,Centro
10235,GO - Goiás,06/08/2016,3,0,manhã,Masculino,Solteiro(a),Ensino médio,bela vista de goias,Setor Central
10236,GO - Goiás,05/08/2016,3,0,Noite,Masculino,Solteiro(a),Ensino médio,Alexania,Centro
10237,GO - Goiás,02/01/2017,3,0,Noite,Masculino,Solteiro(a),Ensino médio,Anapolis,Centro
10238,GO - Goiás,12/08/2016,"2,75",0,manhã,Feminino,Casado(a),Ensino médio,MIRANDIBA,MORADA DO SOL 
10239,GO - Goiás,06/08/2016,"2,75",0,manhã,Masculino,Casado(a),Ensino médio,anapolis,Jibran El Hadj
10240,GO - Goiás,30/07/2016,"2,75",0,manhã,Feminino,Solteiro(a),Nível técnico,Alexânia,13 DE MAIO
10241,GO - Goiás,28/07/2016,"2,75",0,Noite,Masculino,Solteiro(a),Ensino médio,Brasília ,Centro
10242,GO - Goiás,07/08/2016,"2,75",0,manhã,Masculino,Solteiro(a),Ensino médio,Gama,Centro
10243,GO - Goiás,05/08/2016,"2,5",0,manhã,Masculino,Divorciado(a),Superior incompleto,alexania,Centro
10244,GO - Goiás,16/01/2017,"2,5",0,Noite,Feminino,Solteiro(a),Ensino médio,Carutapera ,Residencial Morumbi
10245,GO - Goiás,08/08/2016,"2,25",0,Noite,Feminino,Solteiro(a),Ensino médio,taguatinga ,Nova Alexânia
10246,GO - Goiás,12/08/2016,"2,25",0,Noite,Masculino,Casado(a),Ensino médio,Porto franco maranhao,Cidade Jardim
10247,GO - Goiás,12/08/2016,"2,25",0,manhã,Masculino,Casado(a),Ensino médio,Pium,Parque JK
10248,GO - Goiás,17/01/2017,"2,25",0,manhã,Masculino,Solteiro(a),Ensino médio,Anapolis,Centro
10249,GO - Goiás,08/08/2016,"1,75",0,manhã,Feminino,Solteiro(a),Ensino médio,Brasília-DF ,Nova Flórida 
10250,GO - Goiás,06/08/2016,"1,75",0,manhã,Feminino,Solteiro(a),Ensino médio,aleânia,Centro
10251,MG - Minas Gerais,13/08/2016,"5,75",0,Noite,Feminino,Solteiro(a),Superior,Belo Horizonte,Caiçaras
10252,MG - Minas Gerais,29/07/2016,5,0,manhã,Masculino,Casado(a),Ensino médio,Belo horizonte,São Joaquim
10253,MG - Minas Gerais,16/01/2017,"4,35","0,6",manhã,Masculino,Casado(a),Ensino médio,BELO HORIZONTE,União
10254,MG - Minas Gerais,31/07/2016,"3,5",0,manhã,Feminino,Solteiro(a),Ensino médio,Entre Rios de Minas,Zona Rural
10255,MG - Minas Gerais,02/08/2016,"3,5",0,manhã,Feminino,Casado(a),Ensino médio,Belo Horizonte,Dom Bosco
10256,MG - Minas Gerais,13/08/2016,"3,5",0,Noite,Masculino,Solteiro(a),Ensino médio,Belo Horizonte,Jaqueline
10257,MG - Minas Gerais,29/07/2016,"3,25",0,manhã,Feminino,Divorciado(a),Superior,NOVA LIMA,MORRO DAS BICAS
10258,MG - Minas Gerais,08/08/2016,"3,25",0,Noite,Masculino,Casado(a),Ensino médio,janalba,Milionários (Barreiro)
10259,MG - Minas Gerais,13/08/2016,"3,25",0,manhã,Masculino,Solteiro(a),Ensino médio,Barão de Cocais,zona rural
10260,MG - Minas Gerais,08/08/2016,"3,25",0,Noite,Feminino,Casado(a),Ensino médio,ITABIRA,Novo Eldorado
10261,MG - Minas Gerais,16/01/2017,"3,25",0,manhã,Feminino,Casado(a),Nível técnico,João Pinheiro,Esplanada
10262,MG - Minas Gerais,13/08/2016,"3,25",0,manhã,Masculino,Casado(a),Ensino médio,SÃO TIAGO,Centro
10263,MG - Minas Gerais,09/08/2016,"3,25",0,manhã,Masculino,Solteiro(a),Ensino médio,belo horizonte ,Santa cruz 
10264,MG - Minas Gerais,31/07/2016,"3,25",0,manhã,Feminino,Solteiro(a),Ensino médio,Entre Rios de Minas,Zona Rural
10265,MG - Minas Gerais,01/08/2016,3,0,Noite,Masculino,Casado(a),Ensino médio,corinto,Cidade Nova
10266,MG - Minas Gerais,13/08/2016,3,0,Noite,Masculino,Solteiro(a),Ensino médio,PIUMHI,VILA AGRENY
10267,MG - Minas Gerais,07/08/2016,3,0,manhã,Feminino,Solteiro(a),Ensino médio,Belo Horizonte,Jardim Laguna
10268,MG - Minas Gerais,09/08/2016,"2,75",0,manhã,Masculino,Solteiro(a),Ensino médio,SIMONESIA,CORREGO SAO JOÃO GRANDE
10269,MG - Minas Gerais,06/08/2016,"2,75",0,Noite,Masculino,Solteiro(a),Ensino médio,SETE LAGOAS,Luxemburgo
10270,MG - Minas Gerais,13/08/2016,"2,75",0,Noite,Masculino,Solteiro(a),Ensino médio,Paineiras,Centro
10271,MG - Minas Gerais,03/01/2017,"2,5",0,manhã,Feminino,Solteiro(a),Ensino médio,Sete Lagoas,Progresso
10272,MG - Minas Gerais,07/08/2016,2,0,manhã,Feminino,Solteiro(a),Ensino médio,São Sebastião do Maranhão,Centro
10273,MS - Mato Grosso do Sul,12/08/2016,"3,5",0,Noite,Feminino,Casado(a),Ensino médio,rio de janeiro,Centro
10274,MS - Mato Grosso do Sul,02/08/2016,"3,5",0,manhã,Feminino,Casado(a),Superior,AQUIDAUANA,JOÃO DI DEUS
10275,MS - Mato Grosso do Sul,02/08/2016,"3,5",0,manhã,Masculino,Casado(a),Superior,ITAPORÃ,JOÃO DI DEUS
10276,MS - Mato Grosso do Sul,05/08/2016,"3,5",0,Noite,Feminino,Solteiro(a),Ensino médio,Maracaju,Vila Almeida
10277,MS - Mato Grosso do Sul,08/08/2016,"3,5",0,manhã,Feminino,Solteiro(a),Ensino médio,Fátima do Sul ,Centro Educacional 
10278,MS - Mato Grosso do Sul,09/08/2016,"3,25",0,manhã,Masculino,Casado(a),Ensino médio,Porto Mortinho,Residencial Pelicano 
10279,MS - Mato Grosso do Sul,14/01/2017,"3,25",0,manhã,Feminino,Solteiro(a),Superior,Fátima do Sul,Centro
10280,MS - Mato Grosso do Sul,31/07/2016,"3,25",0,Noite,Feminino,Solteiro(a),Ensino médio,BELA VISTA,Centro
10281,MS - Mato Grosso do Sul,02/08/2016,3,0,manhã,Masculino,Casado(a),Ensino médio,ivinhema ,Centro
10282,MS - Mato Grosso do Sul,05/01/2017,3,0,Noite,Masculino,Casado(a),Ensino médio,Itaporã-Ms,Centro
10283,MS - Mato Grosso do Sul,13/01/2017,3,0,Noite,Feminino,Solteiro(a),Ensino médio,Fátima do Sul ,Centro
10284,MS - Mato Grosso do Sul,08/08/2016,3,0,manhã,Feminino,Solteiro(a),Superior incompleto,Dourados,Parque dos Coqueiros
10285,MS - Mato Grosso do Sul,31/07/2016,3,0,manhã,Feminino,Solteiro(a),Ensino médio,Cuiabá,Jardim Climax
10286,MS - Mato Grosso do Sul,13/08/2016,"2,75",0,Noite,Masculino,Casado(a),Ensino médio,dourados,Centro
10287,MS - Mato Grosso do Sul,31/07/2016,"2,5",0,Noite,Masculino,Casado(a),Ensino médio,Antonio João, Vila Penzo
10288,MS - Mato Grosso do Sul,30/07/2016,"2,25",0,manhã,Masculino,Solteiro(a),Ensino médio,PONTA PORÃ,Centro
10289,MS - Mato Grosso do Sul,06/08/2016,"2,25",0,manhã,Masculino,Solteiro(a),Ensino médio,DOURADOS,Vila Aurora
10290,MS - Mato Grosso do Sul,28/07/2016,2,0,manhã,Feminino,Solteiro(a),Ensino médio,Dourados ,Jardim São Pedro
10291,MS - Mato Grosso do Sul,01/08/2016,"4,5",0,Noite,Feminino,Solteiro(a),Superior,Maracaju,FLORIPES
10292,MS - Mato Grosso do Sul,28/07/2016,"3,5",0,manhã,Masculino,Solteiro(a),Superior,Maracaju,juquita
10293,MS - Mato Grosso do Sul,01/08/2016,"3,5",0,Noite,Masculino,Solteiro(a),Ensino médio,maracaju,jardim guanabara
10294,MS - Mato Grosso do Sul,15/01/2017,"3,5",0,Noite,Masculino,Casado(a),Ensino médio,MACEIO,Centro
10295,MS - Mato Grosso do Sul,05/08/2016,"3,5",0,Noite,Feminino,Solteiro(a),Superior,maracaju,Vila Moreninha 
10296,MS - Mato Grosso do Sul,13/08/2016,"3,5",0,Noite,Feminino,Solteiro(a),Ensino médio,MARACAJU,NENÊ FERNANDES 
10297,MS - Mato Grosso do Sul,04/08/2016,"3,5",0,Noite,Feminino,Solteiro(a),Superior,Maracaju,Vila do Prata
10298,MS - Mato Grosso do Sul,07/08/2016,"3,5",0,Noite,Feminino,Solteiro(a),Ensino médio,maracaju ms,floripes
10299,MS - Mato Grosso do Sul,29/07/2016,"3,5",0,Noite,Feminino,Solteiro(a),Ensino médio,Maracaju,Juquira
10300,MS - Mato Grosso do Sul,08/01/2017,"3,5",0,Noite,Masculino,Solteiro(a),Ensino médio,MARACAJU,PARAGUAI
10301,MS - Mato Grosso do Sul,31/07/2016,"3,5",0,Noite,Masculino,Solteiro(a),Ensino médio,maracaju,CAMBARAI
10302,MS - Mato Grosso do Sul,13/08/2016,"3,25",0,manhã,Feminino,Casado(a),Superior,BELA VISTA,ZONA RURAL
10303,MS - Mato Grosso do Sul,11/08/2016,"3,25",0,Noite,Masculino,Solteiro(a),Superior incompleto,Manga,Centro
10304,MS - Mato Grosso do Sul,29/07/2016,"3,25",0,Noite,Feminino,Casado(a),Ensino médio,MARACAJU ,JUQUITA
10305,MS - Mato Grosso do Sul,16/01/2017,"3,25",0,Noite,Masculino,Casado(a),Ensino médio,maracaju,alto maracaju
10306,MS - Mato Grosso do Sul,13/08/2016,"3,25",0,Noite,Feminino,Solteiro(a),Ensino médio,CORUMBA,PARAGUAI
10307,MS - Mato Grosso do Sul,28/07/2016,"3,25",0,Noite,Masculino,Solteiro(a),Ensino médio,Maracaju,Jardim guanabara
10308,MS - Mato Grosso do Sul,04/08/2016,3,0,Noite,Masculino,Casado(a),Ensino médio,CAETITE,MARGARIDA
10309,MS - Mato Grosso do Sul,05/01/2017,3,0,Noite,Masculino,Divorciado(a),Ensino médio,Ba,Centro
10310,MS - Mato Grosso do Sul,31/07/2016,3,0,Noite,Feminino,Solteiro(a),Ensino médio,Rio Claro,Cambarai
10311,MS - Mato Grosso do Sul,29/07/2016,3,0,Noite,Feminino,Solteiro(a),Ensino médio,Maracaju,Geazone
10312,MS - Mato Grosso do Sul,08/08/2016,3,0,Noite,Masculino,Solteiro(a),Ensino médio,Viadutos,Centro
10313,MS - Mato Grosso do Sul,31/07/2016,3,0,Noite,Masculino,Solteiro(a),Ensino médio,PONTA PORÃ,VILA JUQUITA
10314,MS - Mato Grosso do Sul,11/08/2016,3,0,manhã,Feminino,Solteiro(a),Superior incompleto,Rio brilhante,Olidia rocha
10315,MS - Mato Grosso do Sul,12/08/2016,3,0,Noite,Feminino,Casado(a),Ensino médio,NIOQUE,INACINHA ROCHA
10316,MS - Mato Grosso do Sul,13/01/2017,3,0,Noite,Masculino,Casado(a),Ensino médio,campo grande,Centro
10317,MS - Mato Grosso do Sul,28/07/2016,3,0,Noite,Masculino,Solteiro(a),Ensino médio,maracaju,Centro
10318,MS - Mato Grosso do Sul,11/08/2016,3,0,Noite,Feminino,Solteiro(a),Ensino médio,TANGARÁ DA SERRA,FORTALEZA II
10319,MS - Mato Grosso do Sul,11/08/2016,"2,75",0,manhã,Feminino,Solteiro(a),Ensino médio,Maracaju ,Fortaleza 
10320,MS - Mato Grosso do Sul,13/08/2016,"2,75",0,Noite,Masculino,Solteiro(a),Superior,maracaju,napoleão
10321,MS - Mato Grosso do Sul,13/08/2016,"2,75",0,manhã,Feminino,Solteiro(a),Ensino médio,Naviraí ,Paraguai
10322,MS - Mato Grosso do Sul,08/08/2016,"2,5",0,Noite,Feminino,Solteiro(a),Ensino médio,34295,Conj. Napoleao
10323,MS - Mato Grosso do Sul,30/07/2016,"2,5",0,Noite,Feminino,Solteiro(a),Superior,maracaju,Olidia rocha
10324,MS - Mato Grosso do Sul,01/08/2016,"2,25",0,Noite,Feminino,Casado(a),Ensino médio,MARACAJU,BNH
10325,MS - Mato Grosso do Sul,13/08/2016,"2,25",0,Noite,Masculino,Solteiro(a),Superior,Maracaju,napoleao
10326,MS - Mato Grosso do Sul,01/08/2016,"2,25",0,Noite,Feminino,Solteiro(a),Ensino médio,Maracaju,Margarida 
10327,MS - Mato Grosso do Sul,07/08/2016,"2,25",0,Noite,Feminino,Solteiro(a),Superior,Maracaju,Centro
10328,MS - Mato Grosso do Sul,08/08/2016,2,0,Noite,Feminino,Solteiro(a),Ensino médio,campo grande,juquita
10329,MS - Mato Grosso do Sul,04/08/2016,2,0,Noite,Feminino,Solteiro(a),Ensino médio,MARACAJU/MS,PARAGUAI
10330,PA - Pará,07/08/2016,"5,5",0,Noite,Masculino,Solteiro(a),Ensino médio,triunfo,Centro
10331,PA - Pará,16/01/2017,5,0,Noite,Feminino,Solteiro(a),Ensino médio,Capanema,Caixa D'água
10332,PA - Pará,15/01/2017,5,0,Noite,Masculino,Solteiro(a),Ensino médio,CAPANEMA,Oliveira Brito
10333,PA - Pará,08/08/2016,"4,75",0,manhã,Masculino,Casado(a),Ensino médio,Primavera ,Santa Luzia 
10334,PA - Pará,15/01/2017,"4,75",0,Noite,Feminino,Solteiro(a),Superior,CAPANEMA,Dom João VI
10335,PA - Pará,28/07/2016,"4,55","0,8",Noite,Masculino,Solteiro(a),Superior,Belém ,Centro
10336,PA - Pará,11/08/2016,"4,5",0,Noite,Feminino,Solteiro(a),Especialização,nova timboteua,vila nova
10337,PA - Pará,08/08/2016,"4,5",0,Noite,Feminino,Solteiro(a),Superior incompleto,CAPANEMA,Dom João VI
10338,PA - Pará,16/01/2017,4,0,Noite,Feminino,Separado(a),Ensino médio,BRAGANÇA-PA,Centro
10339,PA - Pará,08/08/2016,"3,75",0,Noite,Feminino,Solteiro(a),Ensino médio,capanema,Oliveira Brito
10340,PA - Pará,15/01/2017,"3,75",0,manhã,Masculino,Solteiro(a),Ensino médio,Capanema,Centro
10341,PA - Pará,16/01/2017,"3,5",0,manhã,Masculino,Casado(a),Ensino médio,Belém,Três de Maio
10342,PA - Pará,04/08/2016,"3,5",0,Noite,Feminino,Casado(a),Ensino médio,ALENQUER,Dom João VI
10343,PA - Pará,12/08/2016,"3,5",0,manhã,Masculino,Casado(a),Ensino médio,CAPANEMA,ALMIR GABRIEL
10344,PA - Pará,16/01/2017,"3,5",0,Noite,Masculino,Solteiro(a),Ensino médio,CAPANEMA,Areia Branca
10345,PA - Pará,08/08/2016,"3,5",0,Noite,Masculino,Solteiro(a),Ensino médio,Capanema,Dom João VI
10346,PA - Pará,04/08/2016,"3,5",0,Noite,Feminino,Solteiro(a),Nível técnico,capanema,Areia Branca
10347,PA - Pará,01/08/2016,"3,5",0,Noite,Feminino,Solteiro(a),Ensino médio,irituia,coutilandia
10348,PA - Pará,09/01/2017,"3,5",0,Noite,Masculino,Solteiro(a),Ensino médio,Primavera ,Centro
10349,PA - Pará,16/01/2017,"3,5",0,manhã,Feminino,Solteiro(a),Superior,Santa Mª do PA,Campinho
10350,PA - Pará,31/07/2016,"3,5",0,Noite,Feminino,Solteiro(a),Superior,CAPANEMA,Primeira
10351,PA - Pará,13/08/2016,"3,5",0,manhã,Feminino,Solteiro(a),Superior,Salinópolis,Porto grande
10352,PA - Pará,30/07/2016,"3,5",0,Noite,Feminino,Solteiro(a),Ensino médio,Capanema,Primeira
10353,PA - Pará,11/08/2016,"3,5",0,Noite,Feminino,Solteiro(a),Ensino médio,Manaus,D.joão.vI
10354,PA - Pará,07/08/2016,"3,5",0,Noite,Feminino,Solteiro(a),Ensino médio,Belém,Igrejinha
10355,PA - Pará,12/08/2016,"3,25",0,manhã,Feminino,Casado(a),Superior,Bragança,Vila Martins
10356,PA - Pará,04/08/2016,"3,25",0,Noite,Feminino,Solteiro(a),Ensino médio,CAPANEMA,SÃO CRISTÓVAM
10357,PA - Pará,31/07/2016,"3,25",0,manhã,Masculino,Solteiro(a),Ensino médio,Bonito ,Centro
10358,PA - Pará,09/01/2017,"3,25",0,Noite,Feminino,Solteiro(a),Ensino médio,Vizeu ,Santa Luzia
10359,PA - Pará,17/01/2017,"3,25",0,manhã,Feminino,Solteiro(a),Mestrado,Vilhena,Petrópolis
10360,PA - Pará,29/07/2016,"3,25",0,Noite,Feminino,Solteiro(a),Ensino médio,cametá,São Pio X
10361,PA - Pará,11/08/2016,"3,25",0,Noite,Feminino,Solteiro(a),Especialização,SANTA MARIA,vila nova
10362,PA - Pará,09/01/2017,"3,25",0,Noite,Feminino,Solteiro(a),Ensino médio,Capanema,Areia Branca
10363,PA - Pará,12/08/2016,"3,25",0,manhã,Feminino,Solteiro(a),Ensino médio,Salinópolis,Independencia
10364,PA - Pará,01/08/2016,"3,25",0,Noite,Masculino,Solteiro(a),Superior,Capanema,São Pio X
10365,PA - Pará,06/08/2016,"3,25",0,Noite,Masculino,Solteiro(a),Superior incompleto,vizeu,Santa Luzia
10366,PA - Pará,29/07/2016,"3,25",0,Noite,Feminino,Solteiro(a),Ensino médio,capanema,Dom João VI
10367,PA - Pará,12/08/2016,"3,25",0,manhã,Masculino,Solteiro(a),Ensino médio,tracuateua,Samambaia
10368,PA - Pará,11/08/2016,"3,25",0,Noite,Masculino,Solteiro(a),Ensino médio,Capanema,Fátima
10369,PA - Pará,28/07/2016,"3,25",0,manhã,Feminino,Solteiro(a),Ensino médio,capanema,Centro
10370,PA - Pará,06/08/2016,3,0,Noite,Masculino,Solteiro(a),Ensino médio,AUGUSTO CORRÊA,ZONA RURAL 
10371,PA - Pará,11/08/2016,3,0,manhã,Masculino,Solteiro(a),Ensino médio,Tracuteua,Principal
10372,PA - Pará,16/01/2017,3,0,Noite,Masculino,Solteiro(a),Ensino médio,CAPITÃO POÇO,Centro
10373,PA - Pará,16/01/2017,3,0,manhã,Masculino,Solteiro(a),Ensino médio,Capitão poço,Tatajuba 
10374,PA - Pará,08/08/2016,3,0,manhã,Masculino,Solteiro(a),Ensino médio,Belém,agua Fria
10375,PA - Pará,12/08/2016,3,0,Noite,Feminino,Casado(a),Ensino médio,Pará ,D. João vi
10376,PA - Pará,31/07/2016,3,0,Noite,Feminino,Solteiro(a),Ensino médio,CAPANEMA,Dom João VI
10377,PA - Pará,30/07/2016,3,0,Noite,Feminino,Solteiro(a),Especialização,capanema,Centro
10378,PA - Pará,29/07/2016,3,0,Noite,Feminino,Solteiro(a),Ensino médio,Capanema,Tancredo Neves
10379,PA - Pará,04/08/2016,3,0,Noite,Masculino,Solteiro(a),Ensino médio,BELÉM,Tancredo Neves
10380,PA - Pará,04/08/2016,3,0,Noite,Masculino,Solteiro(a),Ensino médio,Capanama ,São José
10381,PA - Pará,07/08/2016,3,0,manhã,Masculino,Solteiro(a),Ensino médio,SANTA MARIA DO PARA,Dom João VI
10382,PA - Pará,31/07/2016,"2,75",0,Noite,Feminino,Solteiro(a),Ensino médio,VISEU,Caixa D'água
10383,PA - Pará,12/08/2016,"2,75",0,Noite,Feminino,Solteiro(a),Ensino médio,Belem,Centro
10384,PA - Pará,16/01/2017,"2,75",0,manhã,Masculino,Solteiro(a),Ensino médio,NOVA ESPERANÇA DO PARA,CENTRO
10385,PA - Pará,12/01/2017,"2,75",0,Noite,Masculino,Solteiro(a),Ensino médio,capanema,Centro
10386,PA - Pará,16/01/2017,"2,75",0,Noite,Masculino,Solteiro(a),Ensino médio,capanema,zona rural
10387,PA - Pará,01/08/2016,"2,75",0,Noite,Feminino,Solteiro(a),Ensino médio,CAPANEMA,SAMBAIA
10388,PA - Pará,13/08/2016,"2,75",0,manhã,Masculino,Solteiro(a),Ensino médio,Salinópolis,Porto grande
10389,PA - Pará,05/08/2016,"2,75",0,Noite,Masculino,Solteiro(a),Ensino médio,São João de Pirabas,Bacuri
