dia_da_prova_realizada,nota,nota_redacao,horario_da_prova,sexo,estado_civil,escolaridade,estado_realizado_em,cidade_realizado_em,bairro,cidade_nascimento,estado_nascimento,APROVADO
2016-07-28,7.0,1.5,MANHA,FEMININO,SOLTEIRO,ENSINO MEDIO,GO,GOIAS,CENTRO,APARECIDA DE GOIANIA,GO,SIM
2016-07-08,7.0,1.5,MANHA,FEMININO,SOLTEIRO,SUPERIOR,GO,GOIAS,SETOR HABITACIONAL VICENTE PIRES,TAGUATINGA,TO,SIM
2016-07-30,6.9,1.9,NOITE,FEMININO,DIVORCIADO,SUPERIOR,GO,GOIAS,CENTRO,ANAPOLIS,GO,SIM
2016-07-28,6.8,1.3,NOITE,FEMININO,SOLTEIRO,SUPERIOR,GO,GOIAS,ALEXANIA,ITAPACI,GO,SIM
2016-07-30,6.7,1.7,NOITE,MASCULINO,CASADO,ENSINO FUNDAMENTAL,GO,GOIAS,FAZENDA BOM JARDIM,GOIAS,GO,SIM
2016-07-31,6.65,1.4,NOITE,MASCULINO,CASADO,SUPERIOR,GO,GOIAS,SAMAMBAIA NORTE (SAMAMBAIA),COCOS,BA,SIM
2016-01-08,6.65,1.4,MANHA,MASCULINO,CASADO,ENSINO MEDIO,GO,GOIAS,JARDIM ITALIA,CERES,GO,SIM
2016-07-08,6.6,1.6,NOITE,FEMININO,SOLTEIRO,SUPERIOR,GO,GOIAS,SETOR CENTRAL,GOIANIA,GO,SIM
2016-07-31,6.6,1.6,MANHA,MASCULINO,SOLTEIRO,ENSINO MEDIO,GO,GOIAS,CENTRO,ANAPOLIS,GO,SIM
2016-07-31,6.6,1.6,NOITE,MASCULINO,CASADO,SUPERIOR INCOMPLETO,GO,GOIAS,SAMAMBAIA NORTE (SAMAMBAIA),MONTALVANIA,MG,SIM
2016-08-13,6.6,1.1,NOITE,FEMININO,CASADO,ENSINO MEDIO,GO,GOIAS,CRUZEIRO NOVO,RIO DE JANEIRO,RJ,SIM
2016-08-13,6.55,1.8,MANHA,MASCULINO,CASADO,ENSINO MEDIO,GO,GOIAS,RESIDENCIAL FLOR DO CERRADO,ANAPOLIS,GO,SIM
2016-01-08,6.5,1.5,NOITE,MASCULINO,SOLTEIRO,SUPERIOR INCOMPLETO,GO,GOIAS,SETOR CENTRAL,ORIZONA,GO,SIM
2016-01-08,6.5,1.5,MANHA,MASCULINO,SOLTEIRO,ENSINO MEDIO,GO,GOIAS,SETOR TRADICIONAL (PLANALTINA),BRASILIA,DF,SIM
2016-05-08,6.45,1.7,NOITE,MASCULINO,CASADO,SUPERIOR,GO,GOIAS,JARDIM SANTA FE,ABADIANIA,GO,SIM
2016-12-08,6.4,1.4,NOITE,MASCULINO,SOLTEIRO,SUPERIOR INCOMPLETO,GO,GOIAS,SETOR CENTRAL,MOZARLANDIA,GO,SIM
2017-05-01,6.35,1.6,NOITE,FEMININO,SOLTEIRO,SUPERIOR,GO,GOIAS,SETOR LESTE VILA NOVA,POSSE,GO,SIM
2016-04-08,6.3,1.8,MANHA,MASCULINO,CASADO,SUPERIOR,GO,GOIAS,CENTRO,ANAPOLIS,GO,SIM
2016-07-31,6.25,1.0,NOITE,MASCULINO,DIVORCIADO,ENSINO MEDIO,GO,GOIAS,VILA ESPERANCA,LAGAMAR,MG,SIM
2016-07-08,6.2,1.7,NOITE,MASCULINO,CASADO,SUPERIOR,GO,GOIAS,SANTA MARIA,LUZIANIA,GO,SIM
2016-07-29,6.2,1.7,MANHA,FEMININO,SOLTEIRO,SUPERIOR INCOMPLETO,GO,GOIAS,JARDIM ESPERANCA,ANAPOLIS,GO,SIM
2016-05-08,6.15,1.4,MANHA,FEMININO,CASADO,ENSINO MEDIO,GO,GOIAS,CENTRO,ANAPOLIS,GO,SIM
2017-01-13,6.1,1.6,MANHA,MASCULINO,SOLTEIRO,ENSINO MEDIO,GO,GOIAS,SETOR PEDRO LUDOVICO,CRISTALANDIA,TO,SIM
2016-07-28,6.1,1.6,MANHA,FEMININO,SOLTEIRO,SUPERIOR,GO,GOIAS,CENTRO,ANAPOLIS,GO,SIM
2017-01-13,6.05,1.8,NOITE,MASCULINO,SOLTEIRO,ENSINO MEDIO,GO,GOIAS,CENTRO,ALEXANIA,GO,SIM
2016-07-08,6.0,1.5,NOITE,FEMININO,SOLTEIRO,ENSINO MEDIO,GO,GOIAS,SETOR CENTRAL,GOIANIA,GO,SIM
2016-11-08,6.0,1.5,MANHA,MASCULINO,CASADO,NIVEL TECNICO,GO,GOIAS,CENTRO,TAGUATINGA,TO,SIM
2016-07-08,6.0,1.0,NOITE,FEMININO,SOLTEIRO,ENSINO MEDIO,GO,GOIAS,13 DE MAIO,ALEXANIA,GO,SIM
2016-08-08,5.9,1.9,MANHA,MASCULINO,CASADO,ENSINO MEDIO,GO,GOIAS,COQUEIRO,BRASILIA,DF,SIM
2016-12-08,5.9,1.9,MANHA,MASCULINO,SOLTEIRO,ENSINO MEDIO,GO,GOIAS,ENGENHEIRO JOFRE PARADA,TIANGUA,CE,SIM
2017-09-01,5.85,2.1,MANHA,MASCULINO,CASADO,ENSINO MEDIO,GO,GOIAS,JARDIM ITALIA,AXIXA DO TOCANTINS,TO,SIM
2016-07-31,5.85,1.6,MANHA,MASCULINO,SOLTEIRO,SUPERIOR INCOMPLETO,GO,GOIAS,BOA VISTA,PORANGATU,GO,SIM
2016-12-08,5.85,1.6,NOITE,MASCULINO,CASADO,ENSINO MEDIO,GO,GOIAS,VILA REZENDE,GOIANIA,GO,SIM
2017-01-15,5.75,2.0,MANHA,MASCULINO,SOLTEIRO,SUPERIOR INCOMPLETO,GO,GOIAS,CENTRO,ALEXANIA,GO,SIM
2016-07-28,5.75,1.5,MANHA,FEMININO,CASADO,ENSINO MEDIO,GO,GOIAS,CENTRO,ALEXANIA,GO,SIM
2016-04-08,5.75,1.5,MANHA,MASCULINO,SOLTEIRO,ENSINO MEDIO,GO,GOIAS,CENTRO,ALEXANIA,GO,SIM
2017-05-01,5.7,1.7,NOITE,FEMININO,CASADO,ENSINO MEDIO,GO,GOIAS,SUDOESTE,ANAPOLIS,GO,SIM
2017-01-15,5.7,1.2,MANHA,MASCULINO,CASADO,ESPECIALIZACAO,GO,GOIAS,SETOR CENTRAL,CARMO DO RIO VERDE,GO,SIM
2016-05-08,5.65,1.9,NOITE,FEMININO,CASADO,ENSINO MEDIO,GO,GOIAS,31492,ANAPOLIS,GO,SIM
2017-01-13,5.65,1.9,NOITE,MASCULINO,SOLTEIRO,SUPERIOR,GO,GOIAS,CENTRO,ANAPOLIS,GO,SIM
2017-01-17,5.55,1.8,MANHA,MASCULINO,SOLTEIRO,ESPECIALIZACAO,GO,GOIAS,NUCLEO HABITACIONAL NOVO GAMA,BRASILIA,DF,SIM
2016-01-08,5.55,1.3,MANHA,MASCULINO,CASADO,ENSINO MEDIO,GO,GOIAS,RIACHO FUNDO I,RIACHAO,MA,SIM
2016-07-08,5.55,1.3,NOITE,MASCULINO,CASADO,SUPERIOR INCOMPLETO,GO,GOIAS,RESIDENCIAL AQUARIOS,ITUIUTABA,MG,SIM
2016-07-31,5.5,1.5,MANHA,MASCULINO,SOLTEIRO,SUPERIOR,GO,GOIAS,ANAPOLIS CITY,ANAPOLIS,GO,SIM
2017-01-16,5.5,1.5,NOITE,FEMININO,SOLTEIRO,ENSINO MEDIO,GO,GOIAS,CENTRO,ALEXANIA,GO,SIM
2017-01-15,5.5,1.5,MANHA,MASCULINO,SOLTEIRO,ENSINO MEDIO,GO,GOIAS,VILA NOVA (SAO SEBASTIAO),UNA,BA,SIM
2017-10-01,5.5,1.0,MANHA,MASCULINO,CASADO,NIVEL TECNICO,GO,GOIAS,RIACHO FUNDO II,MUNDO NOVO,BA,SIM
2017-01-01,5.45,1.7,MANHA,FEMININO,DIVORCIADO,ENSINO MEDIO,GO,GOIAS,CENTRO,ALEXANIA,GO,SIM
2016-12-08,5.45,1.7,NOITE,FEMININO,SOLTEIRO,SUPERIOR INCOMPLETO,GO,GOIAS,SETOR CENTRAL,MOZARLANDIA,GO,SIM
2016-06-08,5.4,1.4,MANHA,FEMININO,CASADO,ENSINO MEDIO,GO,GOIAS,CENTRO,ANAPOLIS,GO,SIM
2017-01-13,5.35,1.6,NOITE,FEMININO,CASADO,SUPERIOR,GO,GOIAS,NOVA FLORIDA,ALEXANIA,GO,SIM
2016-04-08,5.0,1.0,NOITE,MASCULINO,DIVORCIADO,ENSINO MEDIO,GO,GOIAS,ZONA RURAL,ALEXANIA,GO,SIM
2017-01-01,4.85,1.1,MANHA,FEMININO,CASADO,ENSINO MEDIO,GO,GOIAS,CENTRO,ALEXANIA,GO,NAO
2016-06-08,4.85,1.1,MANHA,FEMININO,SOLTEIRO,ENSINO MEDIO,GO,GOIAS,RESIDENCIAL MARIA NADIR,BELA VISTA DE GOIAS,GO,NAO
2017-01-16,4.85,1.1,MANHA,MASCULINO,SOLTEIRO,ENSINO MEDIO,GO,GOIAS,PARQUE DOS BURITIS,INHUMAS,GO,NAO
2016-06-08,8.7,2.2,NOITE,MASCULINO,SOLTEIRO,ESPECIALIZACAO,MG,MINAS GERAIS,SION,BELO HORIZONTE,MG,SIM
2016-08-13,8.65,1.4,MANHA,FEMININO,CASADO,ESPECIALIZACAO,MG,MINAS GERAIS,CENTRO,CONGONHAS,MG,SIM
2016-09-08,8.55,1.8,MANHA,MASCULINO,CASADO,DOUTORADO,MG,MINAS GERAIS,CENTRO,JOAO PINHEIRO,MG,SIM
2016-12-08,8.5,2.0,NOITE,MASCULINO,CASADO,ENSINO MEDIO,MG,MINAS GERAIS,INGA,BELO HORIZONTE,MG,SIM
2016-08-13,8.4,1.9,MANHA,FEMININO,SOLTEIRO,SUPERIOR,MG,MINAS GERAIS,CENTRO,DIAMANTINA,MG,SIM
2016-01-08,8.25,2.0,NOITE,MASCULINO,DIVORCIADO,ESPECIALIZACAO,MG,MINAS GERAIS,JARDIM ITAU,NOVA LIMA,MG,SIM
2016-09-08,8.2,1.7,MANHA,MASCULINO,CASADO,ENSINO MEDIO,MG,MINAS GERAIS,SAGRADO CORACAO DE JESUS,DIAMANTINA,MG,SIM
2016-08-08,8.2,1.7,NOITE,MASCULINO,SOLTEIRO,ESPECIALIZACAO,MG,MINAS GERAIS,SANTA LUCIA,BELO HORIZONTE,MG,SIM
2016-02-08,7.95,1.7,MANHA,MASCULINO,SOLTEIRO,ENSINO MEDIO,MG,MINAS GERAIS,JD. IMPERIAL II,GOIANIA,GO,SIM
2016-07-29,7.95,1.7,MANHA,MASCULINO,CASADO,ESPECIALIZACAO,MG,MINAS GERAIS,PADRE EUSTAQUIO,BELO HORIZONTE,MG,SIM
2016-12-08,7.9,1.9,MANHA,FEMININO,SOLTEIRO,SUPERIOR INCOMPLETO,MG,MINAS GERAIS,CAMARGOS,BELO HORIZONTE,MG,SIM
2016-06-08,7.85,2.1,NOITE,MASCULINO,SOLTEIRO,ENSINO MEDIO,MG,MINAS GERAIS,BANDEIRANTES,SANTA MARGARIDA,MG,SIM
2017-01-01,7.85,1.6,NOITE,FEMININO,CASADO,SUPERIOR,MG,MINAS GERAIS,SANTA RITA,DOM SILVARIO,MG,SIM
2016-12-08,7.8,1.8,MANHA,FEMININO,SOLTEIRO,ENSINO MEDIO,MG,MINAS GERAIS,VILA BELEM,CONTAGEM,MG,SIM
2016-12-08,7.75,1.5,NOITE,FEMININO,DIVORCIADO,ESPECIALIZACAO,MG,MINAS GERAIS,CASTELO,BELO HORIZONTE,MG,SIM
2016-08-08,7.75,1.5,NOITE,MASCULINO,CASADO,ENSINO MEDIO,MG,MINAS GERAIS,CHACARA,MATOZINHOS,MG,SIM
2016-01-08,7.75,1.5,NOITE,FEMININO,SOLTEIRO,SUPERIOR,MG,MINAS GERAIS,PADRE EUSTAQUIO,BELO HORIZONTE,MG,SIM
2016-05-08,7.7,1.7,MANHA,MASCULINO,CASADO,ENSINO MEDIO,MG,MINAS GERAIS,MADRE GERTRUDES,RIBEIRAO DAS NEVES,MG,SIM
2016-12-08,7.65,1.9,NOITE,FEMININO,SOLTEIRO,ENSINO MEDIO,MG,MINAS GERAIS,CARLOS PRATES,AGUA BOA,MG,SIM
2016-08-08,7.65,1.9,NOITE,FEMININO,SOLTEIRO,ENSINO MEDIO,MG,MINAS GERAIS,SANTA AMELIA,BELO HORIZONTE,MG,SIM
2016-07-29,7.65,1.4,MANHA,FEMININO,CASADO,SUPERIOR,MG,MINAS GERAIS,ETELVINA CARNEIRO,BELO HORIZONTE,MG,SIM
2016-08-13,7.65,1.4,NOITE,FEMININO,CASADO,SUPERIOR,MG,MINAS GERAIS,FLAMENGO (JUSTINOPOLIS),BELO HORIZONTE,MG,SIM
2016-09-08,7.6,1.6,MANHA,MASCULINO,CASADO,SUPERIOR,MG,MINAS GERAIS,LAGOA DE SANTO ANTONIO,PEDRO LEOPOLDO,MG,SIM
2016-01-08,7.6,1.6,NOITE,MASCULINO,SOLTEIRO,SUPERIOR,MG,MINAS GERAIS,BARRO PRETO,PASSA TEMPO,MG,SIM
2016-12-08,7.6,1.6,NOITE,MASCULINO,CASADO,ENSINO MEDIO,MG,MINAS GERAIS,VILA AMELIA,ITABIRA,MG,SIM
2016-07-08,7.6,1.6,MANHA,MASCULINO,CASADO,ENSINO MEDIO,MG,MINAS GERAIS,BARRA DA TIJUCA,SETE LAGOAS,MG,SIM
2016-01-08,7.55,1.3,NOITE,MASCULINO,SOLTEIRO,SUPERIOR,MG,MINAS GERAIS,BANDEIRANTES (PAMPULHA),BELO HORIZONTE,MG,SIM
2016-12-08,7.5,2.0,NOITE,FEMININO,SOLTEIRO,ENSINO MEDIO,MG,MINAS GERAIS,PARQUE DUVAL DE BARROS,RIBEIRAO DAS NEVES,MG,SIM
2016-06-08,7.5,2.0,NOITE,FEMININO,SOLTEIRO,ENSINO MEDIO,MG,MINAS GERAIS,BELO VALE LL,SETE LAGOAS,MG,SIM
2016-12-08,7.5,2.0,NOITE,FEMININO,SOLTEIRO,SUPERIOR,MG,MINAS GERAIS,SAGRADA FAMILIA,BELO HORIZONTE,MG,SIM
2016-06-08,7.5,2.0,NOITE,MASCULINO,SOLTEIRO,ENSINO MEDIO,MG,MINAS GERAIS,CALAFATE,BELO HORIZONTE,MG,SIM
2016-06-08,7.45,2.2,NOITE,MASCULINO,SOLTEIRO,SUPERIOR,MG,MINAS GERAIS,JARDIM GUANABARA,JACINTO,MG,SIM
2016-12-08,7.45,1.7,NOITE,FEMININO,CASADO,SUPERIOR,MG,MINAS GERAIS,CENTRO,GOVERNADOR VALADARES,MG,SIM
2016-12-08,7.4,1.9,MANHA,MASCULINO,SOLTEIRO,ENSINO MEDIO,MG,MINAS GERAIS,COLEGIO BATISTA,BELO HORIZONTE,MG,SIM
2016-08-13,7.4,1.4,MANHA,MASCULINO,DIVORCIADO,SUPERIOR,MG,MINAS GERAIS,CENTRO,BELO HORIZONTE,MG,SIM
2016-08-08,7.35,1.6,NOITE,FEMININO,SOLTEIRO,SUPERIOR INCOMPLETO,MG,MINAS GERAIS,COQUEIROS,BELO HORIZONTE,MG,SIM
2016-02-08,7.35,1.1,MANHA,FEMININO,SOLTEIRO,SUPERIOR,MG,MINAS GERAIS,MONSENHOR MESSIAS,JOAO MONLEVADE,MG,SIM
2016-12-08,7.3,1.8,NOITE,MASCULINO,CASADO,ENSINO MEDIO,MG,MINAS GERAIS,PAULO VI,BELO HORIZONTE,MG,SIM
2016-06-08,7.25,2.0,NOITE,MASCULINO,SOLTEIRO,ENSINO MEDIO,MG,MINAS GERAIS,DANILO PASSOS,DIVINO,MG,SIM
2016-12-08,7.25,2.0,MANHA,MASCULINO,SOLTEIRO,ENSINO MEDIO,MG,MINAS GERAIS,CATITA,BELO HORIZONTE,MG,SIM
2017-01-13,7.25,1.5,MANHA,MASCULINO,CASADO,SUPERIOR,MG,MINAS GERAIS,CENTRO,CAETA,MG,SIM
2016-12-08,7.25,1.5,NOITE,MASCULINO,SOLTEIRO,ENSINO MEDIO,MG,MINAS GERAIS,GRANJA VERDE,SETE LAGOAS,MG,SIM
2016-08-13,7.25,1.5,MANHA,MASCULINO,SOLTEIRO,SUPERIOR,MG,MINAS GERAIS,VALE DA ESPERANCA,NOVA LIMA,MG,SIM
2016-12-08,7.25,1.5,NOITE,FEMININO,CASADO,SUPERIOR,MG,MINAS GERAIS,BETANIA,BELO HORIZONTE,MG,SIM
2016-09-08,7.2,1.7,MANHA,MASCULINO,CASADO,ESPECIALIZACAO,MG,MINAS GERAIS,SANTA RITA,ARAXA,MG,SIM
2016-12-08,7.2,1.7,MANHA,FEMININO,SOLTEIRO,SUPERIOR,MG,MINAS GERAIS,COLORADO,CONTAGEM,MG,SIM
2016-05-08,7.2,1.7,NOITE,FEMININO,SOLTEIRO,ENSINO MEDIO,MG,MINAS GERAIS,SANTA CRUZ,BETIM,MG,SIM
2016-07-31,7.15,1.9,MANHA,FEMININO,SOLTEIRO,ENSINO MEDIO,MG,MINAS GERAIS,CENTRO,ENTRE RIOS DE MINAS,MG,SIM
2016-06-08,7.1,2.1,NOITE,FEMININO,CASADO,ESPECIALIZACAO,MG,MINAS GERAIS,INCONFIDENTES,FORMIGA,MG,SIM
2016-12-08,7.1,1.6,MANHA,FEMININO,SOLTEIRO,ENSINO MEDIO,MG,MINAS GERAIS,PARQUE TURISTAS,ITAGIMIRIM,BA,SIM
2016-12-08,7.05,1.8,NOITE,FEMININO,SOLTEIRO,SUPERIOR,MG,MINAS GERAIS,CASTELO,BELO HORIZONTE,MG,SIM
2016-08-08,7.05,1.8,NOITE,FEMININO,VIUVO,SUPERIOR,MG,MINAS GERAIS,COQUEIROS,BELO HORIZONTE,MG,SIM
2016-07-29,7.0,2.0,MANHA,FEMININO,CASADO,SUPERIOR,MG,MINAS GERAIS,CENTRO,PATOS DE MINAS,MG,SIM
2016-02-08,7.0,1.5,MANHA,MASCULINO,CASADO,ENSINO MEDIO,MG,MINAS GERAIS,IPORANGA,ITANHANDU,MG,SIM
2016-08-08,7.0,1.5,NOITE,MASCULINO,SOLTEIRO,ENSINO MEDIO,MG,MINAS GERAIS,NOSSA SENHORA DO CARMO,CONTAGEM,MG,SIM
2016-08-13,6.95,2.2,NOITE,MASCULINO,SOLTEIRO,SUPERIOR,MG,MINAS GERAIS,CENTRO,PAINEIRAS,MG,SIM
2016-08-13,6.95,1.2,MANHA,MASCULINO,CASADO,SUPERIOR,MG,MINAS GERAIS,CENTRO,BELO HORIZONTE,MG,SIM
2016-06-08,6.9,1.9,NOITE,MASCULINO,CASADO,ENSINO MEDIO,MG,MINAS GERAIS,FAZENDA DO BENITO,BELO HORIZONTE,MG,SIM
2016-02-08,6.9,1.4,MANHA,FEMININO,SOLTEIRO,SUPERIOR,MG,MINAS GERAIS,SANTA EFIGENIA,DIAMANTINA,MG,SIM
2016-08-13,6.9,1.4,MANHA,FEMININO,SOLTEIRO,SUPERIOR,MG,MINAS GERAIS,ARPOADOR,SAO DOMINGOS DO PRATA,MG,SIM
2016-07-29,6.85,1.6,MANHA,MASCULINO,CASADO,ENSINO MEDIO,MG,MINAS GERAIS,GUARANI,JURAMENTO,MG,SIM
2016-07-29,6.85,1.6,MANHA,FEMININO,SOLTEIRO,SUPERIOR INCOMPLETO,MG,MINAS GERAIS,ALVORADA,BELO HORIZONTE,MG,SIM
2016-02-08,6.8,1.8,MANHA,MASCULINO,CASADO,SUPERIOR,MG,MINAS GERAIS,SANTA MARIA,SETE LAGOAS,MG,SIM
2016-07-08,6.8,1.3,MANHA,MASCULINO,SOLTEIRO,ENSINO MEDIO,MG,MINAS GERAIS,MEDITERRANEO,BRASILIA,DF,SIM
2016-02-08,6.8,1.3,MANHA,MASCULINO,SOLTEIRO,ENSINO MEDIO,MG,MINAS GERAIS,SERRA VERDE,BELO HORIZONTE,MG,SIM
2016-01-08,6.8,1.3,NOITE,FEMININO,DIVORCIADO,SUPERIOR,MG,MINAS GERAIS,BONFIM,SANTA MARIA DO SALTO,MG,SIM
2016-12-08,6.75,2.0,NOITE,MASCULINO,CASADO,ENSINO MEDIO,MG,MINAS GERAIS,JARDIM ELZA AMUI II,MONTES CLAROS,MG,SIM
2016-07-31,6.75,1.5,MANHA,MASCULINO,CASADO,SUPERIOR,MG,MINAS GERAIS,SAGRADA FAMILIA,CURVELO,MG,SIM
2016-09-08,6.75,1.5,MANHA,FEMININO,SOLTEIRO,ENSINO MEDIO,MG,MINAS GERAIS,LETICIA,BELO HORIZONTE,MG,SIM
2016-12-08,6.7,1.7,NOITE,MASCULINO,CASADO,ENSINO MEDIO,MG,MINAS GERAIS,INDUSTRIAL,CONSELHEIRO PENA,MG,SIM
2016-09-08,6.65,1.9,MANHA,FEMININO,SOLTEIRO,SUPERIOR,MG,MINAS GERAIS,CENTRO,BELO HORIZONTE,MG,SIM
2016-08-13,6.65,1.4,MANHA,MASCULINO,SOLTEIRO,ENSINO MEDIO,MG,MINAS GERAIS,CENTRO,CAMPINA VERDE,MG,SIM
2016-01-08,6.65,1.4,NOITE,FEMININO,DIVORCIADO,ENSINO MEDIO,MG,MINAS GERAIS,SAO GABRIEL,UBERLANDIA,MG,SIM
2017-03-01,6.65,1.4,MANHA,MASCULINO,SOLTEIRO,ENSINO MEDIO,MG,MINAS GERAIS,CONJUNTO HABITACIONAL BERNARDO VALADARES VASCONCELOS,DIAMANTINA,MG,SIM
2017-10-01,6.65,1.4,MANHA,MASCULINO,CASADO,ENSINO MEDIO,MG,MINAS GERAIS,PEDRA AZUL,BELO HORIZONTE,MG,SIM
2017-09-01,6.6,1.6,NOITE,MASCULINO,CASADO,SUPERIOR,MG,MINAS GERAIS,JARDIM CAMBUI,BELO HORIZONTE,MG,SIM
2016-08-13,6.6,1.6,MANHA,MASCULINO,CASADO,ENSINO MEDIO,MG,MINAS GERAIS,SANTA RITA,BELO HORIZONTE,MG,SIM
2017-03-01,6.6,0.6,MANHA,MASCULINO,SOLTEIRO,NIVEL TECNICO,MG,MINAS GERAIS,NACIONAL,BELO HORIZONTE,MG,SIM
2016-07-08,6.55,1.8,MANHA,FEMININO,CASADO,ENSINO MEDIO,MG,MINAS GERAIS,JD ANCHIETA,VESPASIANO,MG,SIM
2016-02-08,6.55,0.8,MANHA,FEMININO,CASADO,SUPERIOR,MG,MINAS GERAIS,CASTELO,SENADOR POMPEU,CE,SIM
2017-01-16,6.5,1.5,NOITE,MASCULINO,SOLTEIRO,ENSINO MEDIO,MG,MINAS GERAIS,CENTRO,BELO HORIZONTE,MG,SIM
2017-01-16,6.45,1.7,MANHA,MASCULINO,CASADO,ENSINO MEDIO,MG,MINAS GERAIS,SERRA VERDE (VENDA NOVA),JOAO PINHEIRO,MG,SIM
2017-01-15,6.45,1.2,MANHA,FEMININO,SOLTEIRO,ENSINO MEDIO,MG,MINAS GERAIS,AREA RURAL,BRUMADINHO,MG,SIM
2017-06-01,6.4,1.4,MANHA,MASCULINO,CASADO,SUPERIOR,MG,MINAS GERAIS,PLANALTO,BELO HORIZONTE,MG,SIM
2017-01-15,6.4,1.4,NOITE,FEMININO,CASADO,ENSINO MEDIO,MG,MINAS GERAIS,CENTRO,IPABA,MG,SIM
2016-07-08,6.4,1.4,MANHA,FEMININO,SOLTEIRO,SUPERIOR,MG,MINAS GERAIS,CENTRO,SANTA MARIA,RN,SIM
2016-06-08,6.35,2.1,NOITE,MASCULINO,SOLTEIRO,SUPERIOR,MG,MINAS GERAIS,SAO PAULO,BELO HORIZONTE,MG,SIM
2016-12-08,6.35,1.6,MANHA,MASCULINO,SEPARADO,ENSINO MEDIO,MG,MINAS GERAIS,ELDORADO,ITAMBACURI,MG,SIM
2016-07-29,6.35,1.6,MANHA,MASCULINO,SOLTEIRO,SUPERIOR INCOMPLETO,MG,MINAS GERAIS,NATIVIDADE,FLORESTAL,MG,SIM
2017-01-14,6.3,1.8,NOITE,MASCULINO,CASADO,ENSINO MEDIO,MG,MINAS GERAIS,JOAO XXIII,CORONEL FABRICIANO,MG,SIM
2017-06-01,6.3,1.3,MANHA,MASCULINO,SEPARADO,ENSINO MEDIO,MG,MINAS GERAIS,LIDICE,BELO HORIZONTE,MG,SIM
2016-01-08,6.3,1.3,NOITE,FEMININO,CASADO,ENSINO MEDIO,MG,MINAS GERAIS,NOVO PROGRESSO,CONTAGEM,MG,SIM
2016-12-08,6.3,1.3,MANHA,FEMININO,SOLTEIRO,ENSINO MEDIO,MG,MINAS GERAIS,SAO FRANCISCO DE DE ASSIS,ESMERALDAS,MG,SIM
2016-12-08,6.3,0.8,NOITE,MASCULINO,CASADO,ENSINO MEDIO,MG,MINAS GERAIS,CARAJAS,BELO HORIZONTE,MG,SIM
2016-07-08,6.25,1.5,NOITE,FEMININO,SOLTEIRO,SUPERIOR,MG,MINAS GERAIS,OURO PRETO,BELO HORIZONTE,MG,SIM
2016-05-08,6.25,1.0,MANHA,MASCULINO,DIVORCIADO,NIVEL TECNICO,MG,MINAS GERAIS,AMARO RIBEIRO,CONSELHEIRO LAFAIETE,MG,SIM
2017-03-01,6.25,1.0,MANHA,MASCULINO,SOLTEIRO,ENSINO MEDIO,MG,MINAS GERAIS,ALTO DOS PINHEIROS,LAVRAS,MG,SIM
2017-01-16,6.2,1.7,MANHA,MASCULINO,CASADO,NIVEL TECNICO,MG,MINAS GERAIS,ESPLANADA,BELO HORIZONTE,MG,SIM
2016-09-08,6.2,1.7,MANHA,MASCULINO,SOLTEIRO,ENSINO MEDIO,MG,MINAS GERAIS,ESPERANCA,BELO HORIZONTE,MG,SIM
2017-03-01,6.2,0.7,MANHA,MASCULINO,SOLTEIRO,NIVEL TECNICO,MG,MINAS GERAIS,MANACAS,BELO HORIZONTE,MG,SIM
2016-02-08,6.2,0.7,MANHA,MASCULINO,SOLTEIRO,ENSINO MEDIO,MG,MINAS GERAIS,OLHOS D'AGUA,COQUEIRAL,MG,SIM
2016-06-08,6.15,1.9,NOITE,FEMININO,SOLTEIRO,ENSINO MEDIO,MG,MINAS GERAIS,NOSSA SENHORA DA PAZ,BRUMADINHO,MG,SIM
2016-08-13,6.15,1.4,MANHA,MASCULINO,SOLTEIRO,ENSINO MEDIO,MG,MINAS GERAIS,GLORIA,BELO HORIZONTE,MG,SIM
2016-12-08,6.15,1.4,MANHA,FEMININO,CASADO,ENSINO MEDIO,MG,MINAS GERAIS,FAZENDA SERRADO,MATEUS LEME,MG,SIM
2016-08-08,6.15,1.4,NOITE,MASCULINO,SOLTEIRO,ENSINO MEDIO,MG,MINAS GERAIS,MARIMBA,CONTAGEM,MG,SIM
2016-06-08,6.1,2.1,NOITE,MASCULINO,SOLTEIRO,SUPERIOR INCOMPLETO,MG,MINAS GERAIS,INGA,CONTAGEM,MG,SIM
2016-07-08,6.1,1.6,NOITE,MASCULINO,CASADO,ESPECIALIZACAO,MG,MINAS GERAIS,SAO PEDRO,BELO HORIZONTE,MG,SIM
2016-12-08,6.05,1.8,MANHA,FEMININO,SOLTEIRO,SUPERIOR,MG,MINAS GERAIS,MADRE GERTRUDES,PARA DE MINAS,MG,SIM
2016-07-31,6.0,1.5,MANHA,FEMININO,CASADO,ENSINO MEDIO,MG,MINAS GERAIS,ZONA RURAL,ENTRE RIOS DE MINAS,MG,SIM
2017-01-15,6.0,1.5,MANHA,FEMININO,SOLTEIRO,ENSINO MEDIO,MG,MINAS GERAIS,FAZENDA VELHA,ESMERALDAS,MG,SIM
2017-10-01,6.0,1.5,MANHA,MASCULINO,CASADO,ENSINO MEDIO,MG,MINAS GERAIS,JARDIM ANCHIETA,CONTAGEM,MG,SIM
2016-06-08,6.0,1.0,NOITE,FEMININO,SOLTEIRO,ENSINO MEDIO,MG,MINAS GERAIS,ITACOLOMI,BETIM,MG,SIM
