dia_da_prova_realizada,nota,nota_redacao,horario_da_prova,sexo,estado_civil,escolaridade,estado_realizado_em,cidade_realizado_em,bairro,cidade_nascimento,estado_nascimento,APROVADO
2017-01-13,6.05,1.8,MANHA,MASCULINO,SOLTEIRO,SUPERIOR INCOMPLETO,MG,MINAS GERAIS,CENTRO,CAPELINHA,MG,SIM
2017-01-17,6.0,1.5,MANHA,FEMININO,SOLTEIRO,SUPERIOR,MG,MINAS GERAIS,RECANTO DO RIO 1,SAO PAULO,SP,SIM
2017-01-16,6.0,1.0,NOITE,MASCULINO,SOLTEIRO,SUPERIOR,MG,MINAS GERAIS,JARDIM ARIZONA,PIRACEMA,MG,SIM
2017-01-15,5.95,1.7,NOITE,FEMININO,SOLTEIRO,ESPECIALIZACAO,MG,MINAS GERAIS,CENTRO,PARAOPEBA,MG,SIM
2017-01-13,5.95,1.7,NOITE,MASCULINO,CASADO,SUPERIOR,MG,MINAS GERAIS,PIEDADE,SETE LAGOAS,MG,SIM
2017-10-01,5.95,1.7,MANHA,FEMININO,SOLTEIRO,ESPECIALIZACAO,MG,MINAS GERAIS,NOSSA SENHORA DAS GRACAS,CAETA,MG,SIM
2017-01-14,5.95,1.7,NOITE,FEMININO,SOLTEIRO,ENSINO MEDIO,MG,MINAS GERAIS,CONJUNTO HABITACIONAL BERNARDO VALADARES VASCONCELOS,SETE LAGOAS,MG,SIM
2017-01-17,5.95,1.7,MANHA,FEMININO,SOLTEIRO,SUPERIOR INCOMPLETO,MG,MINAS GERAIS,COLINA,CAETA,MG,SIM
2017-10-01,5.9,1.9,MANHA,FEMININO,SOLTEIRO,SUPERIOR,MG,MINAS GERAIS,SAO FRANCISCO DE ASSIS,SETE LAGOAS,MG,SIM
2017-03-01,5.85,2.1,MANHA,MASCULINO,SOLTEIRO,SUPERIOR,MG,MINAS GERAIS,PAPAVENTO,SETE LAGOAS,MG,SIM
2017-01-13,5.85,2.1,MANHA,MASCULINO,SOLTEIRO,SUPERIOR INCOMPLETO,MG,MINAS GERAIS,CENTRO,DIVINO,MG,SIM
2017-01-16,5.85,1.6,NOITE,MASCULINO,SEPARADO,ENSINO MEDIO,MG,MINAS GERAIS,ZONA RURAL,CAETA,MG,SIM
2017-03-01,5.85,1.6,MANHA,MASCULINO,CASADO,SUPERIOR,MG,MINAS GERAIS,CATARINA,SETE LAGOAS,MG,SIM
2017-03-01,5.85,1.6,MANHA,MASCULINO,CASADO,ENSINO MEDIO,MG,MINAS GERAIS,BELO VALE LL,CORINTO,MG,SIM
2017-01-16,5.85,1.6,NOITE,MASCULINO,CASADO,NIVEL TECNICO,MG,MINAS GERAIS,INTERLAGOS II,LORENA,SP,SIM
2017-01-16,5.8,1.8,NOITE,FEMININO,SOLTEIRO,ENSINO MEDIO,MG,MINAS GERAIS,CENTRO,SETE LAGOAS,MG,SIM
2017-01-13,5.8,1.8,MANHA,MASCULINO,SOLTEIRO,NIVEL TECNICO,MG,MINAS GERAIS,BRASILIA,SETE LAGOAS,MG,SIM
2017-01-13,5.8,1.8,NOITE,FEMININO,SOLTEIRO,ENSINO MEDIO,MG,MINAS GERAIS,NOSSA SENHORA DAS GRACAS,CAETA,MG,SIM
2017-01-16,5.8,1.3,NOITE,FEMININO,SOLTEIRO,ENSINO MEDIO,MG,MINAS GERAIS,SAO FRANCISCO,SENADOR POMPEU,CE,SIM
2017-01-15,5.8,1.3,NOITE,MASCULINO,SOLTEIRO,ENSINO MEDIO,MG,MINAS GERAIS,SAGARANA,CORDISBURGO,MG,SIM
2017-01-17,5.8,1.3,MANHA,FEMININO,SOLTEIRO,ENSINO MEDIO,MG,MINAS GERAIS,SANTO ANTONIO,SENADOR POMPEU,CE,SIM
2017-06-01,5.75,2.0,NOITE,FEMININO,DIVORCIADO,ENSINO MEDIO,MG,MINAS GERAIS,AEROPORTO INDUSTRIAL,BELO HORIZONTE,MG,SIM
2017-03-01,5.75,1.5,MANHA,MASCULINO,CASADO,ENSINO MEDIO,MG,MINAS GERAIS,BRASILIA,SAO ROQUE,SP,SIM
2017-01-16,5.75,1.5,MANHA,FEMININO,SOLTEIRO,SUPERIOR INCOMPLETO,MG,MINAS GERAIS,BLUE GARDEN SAFIRA,SETE LAGOAS,MG,SIM
2017-01-16,5.7,1.7,NOITE,MASCULINO,CASADO,SUPERIOR,MG,MINAS GERAIS,FATIMA,SETE LAGOAS,MG,SIM
2017-01-16,5.7,1.7,NOITE,MASCULINO,CASADO,ENSINO MEDIO,MG,MINAS GERAIS,CENTRO,MONTES CLAROS,MG,SIM
2017-06-01,5.7,1.7,NOITE,MASCULINO,CASADO,SUPERIOR,MG,MINAS GERAIS,JARDIM ARIZONA,SETE LAGOAS,MG,SIM
2017-10-01,5.7,1.7,MANHA,MASCULINO,CASADO,NIVEL TECNICO,MG,MINAS GERAIS,BREJINHO,CORINTO,MG,SIM
2017-01-16,5.7,1.7,MANHA,MASCULINO,SOLTEIRO,SUPERIOR,MG,MINAS GERAIS,PALMEIRAS,BELO HORIZONTE,MG,SIM
2017-09-01,5.7,1.7,NOITE,MASCULINO,SOLTEIRO,ENSINO MEDIO,MG,MINAS GERAIS,SAO GERALDO,SETE LAGOAS,MG,SIM
2017-01-16,5.7,1.7,NOITE,MASCULINO,SOLTEIRO,ENSINO MEDIO,MG,MINAS GERAIS,SAO SEBASTIAO,SETE LAGOAS,MG,SIM
2017-01-16,5.7,1.7,NOITE,FEMININO,SOLTEIRO,SUPERIOR,MG,MINAS GERAIS,RECANTO DO CEDRO,SETE LAGOAS,MG,SIM
2017-01-13,5.7,1.7,NOITE,FEMININO,CASADO,ENSINO MEDIO,MG,MINAS GERAIS,SAO JOAO,SETE LAGOAS,MG,SIM
2017-01-17,5.65,1.9,MANHA,MASCULINO,CASADO,ENSINO MEDIO,MG,MINAS GERAIS,PQ. AGENOR TEIXEIRA,ALMENARA,MG,SIM
2017-10-01,5.65,1.9,MANHA,MASCULINO,SOLTEIRO,ESPECIALIZACAO,MG,MINAS GERAIS,SAO CRISTOVAO,GUARULHOS,SP,SIM
2017-01-15,5.65,1.4,MANHA,FEMININO,SOLTEIRO,SUPERIOR,MG,MINAS GERAIS,TRIANGULO,PEDRO LEOPOLDO,MG,SIM
2017-01-15,5.65,1.4,MANHA,MASCULINO,SOLTEIRO,ENSINO MEDIO,MG,MINAS GERAIS,IPORANGA,SETE LAGOAS,MG,SIM
2017-08-01,5.6,1.6,MANHA,MASCULINO,SOLTEIRO,ENSINO MEDIO,MG,MINAS GERAIS,CANADA,SETE LAGOAS,MG,SIM
2017-01-14,5.6,1.1,MANHA,MASCULINO,CASADO,SUPERIOR,MG,MINAS GERAIS,SAO DIMAS,SETE LAGOAS,MG,SIM
2017-10-01,5.55,1.8,MANHA,MASCULINO,CASADO,MESTRADO,MG,MINAS GERAIS,CIDADE  JARDIM,CURVELO,MG,SIM
2017-10-01,5.55,1.8,MANHA,MASCULINO,SOLTEIRO,ENSINO MEDIO,MG,MINAS GERAIS,CAMPO BELO,SETE LAGOAS,MG,SIM
2017-08-01,5.55,1.8,NOITE,FEMININO,SOLTEIRO,ENSINO MEDIO,MG,MINAS GERAIS,MATA GRANDE,BELO HORIZONTE,MG,SIM
2017-01-16,5.55,1.8,NOITE,MASCULINO,SOLTEIRO,ENSINO MEDIO,MG,MINAS GERAIS,SANTO ANTONIO,SETE LAGOAS,MG,SIM
2017-01-14,5.55,1.8,MANHA,MASCULINO,SOLTEIRO,ENSINO MEDIO,MG,MINAS GERAIS,OLHOS D AGUA,SETE LAGOAS,MG,SIM
2017-09-01,5.55,1.8,NOITE,FEMININO,SOLTEIRO,NIVEL TECNICO,MG,MINAS GERAIS,BELO VALE,SETE LAGOAS,MG,SIM
2017-03-01,5.5,1.5,MANHA,FEMININO,SOLTEIRO,NIVEL TECNICO,MG,MINAS GERAIS,VALE DAS PALMEIRAS,BRASILIA,DF,SIM
2017-09-01,5.5,1.5,NOITE,FEMININO,SOLTEIRO,SUPERIOR,MG,MINAS GERAIS,BRASILIA,MATOZINHOS,MG,SIM
2017-08-01,5.5,1.5,NOITE,MASCULINO,SOLTEIRO,ENSINO MEDIO,MG,MINAS GERAIS,ZONA RURAL,SETE LAGOAS,MG,SIM
2017-07-01,5.5,1.5,NOITE,FEMININO,SOLTEIRO,ENSINO MEDIO,MG,MINAS GERAIS,JK,SETE LAGOAS,MG,SIM
2017-10-01,5.45,1.7,MANHA,MASCULINO,CASADO,ESPECIALIZACAO,MG,MINAS GERAIS,MORRO DO CLARO,DIAMANTINA,MG,SIM
2017-08-01,5.45,1.7,NOITE,FEMININO,SOLTEIRO,ENSINO FUNDAMENTAL,MG,MINAS GERAIS,SAO JUDAS TADEU,CURVELO,MG,SIM
2017-01-16,5.45,1.7,MANHA,MASCULINO,SOLTEIRO,ENSINO MEDIO,MG,MINAS GERAIS,MONTREAL,SETE LAGOAS,MG,SIM
2017-01-16,5.45,1.2,MANHA,MASCULINO,SOLTEIRO,ENSINO MEDIO,MG,MINAS GERAIS,CENTRO,SENADOR POMPEU,CE,SIM
2017-07-01,5.4,1.4,NOITE,MASCULINO,CASADO,SUPERIOR,MG,MINAS GERAIS,MONTREAL,ABAETETUBA,PA,SIM
2017-01-15,5.4,1.4,NOITE,FEMININO,SOLTEIRO,SUPERIOR INCOMPLETO,MG,MINAS GERAIS,FATIMA,CORINTO,MG,SIM
2017-01-15,5.4,1.4,MANHA,MASCULINO,CASADO,NIVEL TECNICO,MG,MINAS GERAIS,ALVORADA,CORINTO,MG,SIM
2017-01-15,5.35,1.6,NOITE,MASCULINO,SOLTEIRO,SUPERIOR,MG,MINAS GERAIS,SAO GERALDO,SETE LAGOAS,MG,SIM
2017-09-01,5.35,1.6,NOITE,MASCULINO,SOLTEIRO,ESPECIALIZACAO,MG,MINAS GERAIS,PASSAGINHA,CURVELO,MG,SIM
2017-01-16,5.35,1.6,NOITE,FEMININO,SOLTEIRO,ENSINO MEDIO,MG,MINAS GERAIS,ZONA RURAL,SETE LAGOAS,MG,SIM
2017-01-13,5.35,1.6,NOITE,FEMININO,SOLTEIRO,SUPERIOR,MG,MINAS GERAIS,MORRO DO CLARO,SETE LAGOAS,MG,SIM
2017-08-01,5.35,1.6,MANHA,MASCULINO,CASADO,ENSINO MEDIO,MG,MINAS GERAIS,LUXEMBURGO,SETE LAGOAS,MG,SIM
2017-01-17,5.35,1.6,MANHA,FEMININO,SOLTEIRO,MESTRADO,MG,MINAS GERAIS,CENTRO,BELO HORIZONTE,MG,SIM
2017-01-15,5.35,1.6,NOITE,MASCULINO,SOLTEIRO,SUPERIOR,MG,MINAS GERAIS,MORRO DO CLARO,SETE LAGOAS,MG,SIM
2017-01-16,5.35,1.6,MANHA,FEMININO,SOLTEIRO,SUPERIOR,MG,MINAS GERAIS,PROGRESSO,SETE LAGOAS,MG,SIM
2017-01-16,5.25,1.5,MANHA,FEMININO,VIUVO,SUPERIOR,MG,MINAS GERAIS,SANTA LUCIA,CORAAAO DE JESUS,MG,SIM
2017-09-01,5.25,1.5,NOITE,MASCULINO,SOLTEIRO,SUPERIOR INCOMPLETO,MG,MINAS GERAIS,CENTRO,SETE LAGOAS,MG,SIM
2017-01-14,5.25,1.5,NOITE,FEMININO,CASADO,ENSINO MEDIO,MG,MINAS GERAIS,CENTRO,SETE LAGOAS,MG,SIM
2017-01-17,5.25,1.5,MANHA,MASCULINO,CASADO,SUPERIOR INCOMPLETO,MG,MINAS GERAIS,NOSSA SENHORA DO CARMO,CURVELO,MG,SIM
2017-01-17,5.25,1.5,MANHA,FEMININO,SOLTEIRO,ENSINO MEDIO,MG,MINAS GERAIS,SANTA RITA DE CASSIA,SETE LAGOAS,MG,SIM
2017-01-17,5.25,1.5,MANHA,FEMININO,SOLTEIRO,ENSINO MEDIO,MG,MINAS GERAIS,PROGRESSO,CURVELO,MG,SIM
2017-01-14,5.25,1.5,NOITE,FEMININO,SOLTEIRO,SUPERIOR INCOMPLETO,MG,MINAS GERAIS,JARDIM CAMBUI,ACOPIARA,CE,SIM
2017-01-16,5.25,1.5,NOITE,MASCULINO,SOLTEIRO,ENSINO MEDIO,MG,MINAS GERAIS,SANTO ANTONIO,CURVELO,MG,SIM
2017-01-16,5.15,1.4,MANHA,MASCULINO,CASADO,ENSINO MEDIO,MG,MINAS GERAIS,SAO PAULO,BELO HORIZONTE,MG,SIM
2017-02-01,5.15,1.4,MANHA,FEMININO,SOLTEIRO,ENSINO MEDIO,MG,MINAS GERAIS,CENTRO,PARAOPEBA,MG,SIM
2017-01-17,5.15,1.4,MANHA,MASCULINO,SOLTEIRO,ENSINO MEDIO,MG,MINAS GERAIS,SANTO ANTONIO,VILA VELHA,ES,SIM
2017-07-01,5.15,1.4,NOITE,FEMININO,CASADO,ENSINO MEDIO,MG,MINAS GERAIS,NOVA CIDADE,SETE LAGOAS,MG,SIM
2017-01-15,5.15,1.4,MANHA,FEMININO,CASADO,ENSINO MEDIO,MG,MINAS GERAIS,PROGRESSO,SANTANA DO RIACHO,MG,SIM
2017-01-15,4.95,1.2,NOITE,FEMININO,SOLTEIRO,ENSINO MEDIO,MG,MINAS GERAIS,SANTO ANTONIO,SETE LAGOAS,MG,NAO
2017-08-01,4.95,1.2,MANHA,MASCULINO,SOLTEIRO,ENSINO MEDIO,MG,MINAS GERAIS,INDUSTRIAS II,SETE LAGOAS,MG,NAO
2017-01-17,4.75,1.0,MANHA,MASCULINO,SOLTEIRO,ENSINO MEDIO,MG,MINAS GERAIS,CENTRO,GOVERNADOR VALADARES,MG,NAO
2017-02-01,7.15,2.4,NOITE,FEMININO,SOLTEIRO,ENSINO MEDIO,MS,MATO GROSSO DO SUL,VILA TOSCANA,LAGUNA CARAPA,MS,SIM
2017-10-01,6.95,2.2,MANHA,FEMININO,SOLTEIRO,ESPECIALIZACAO,MS,MATO GROSSO DO SUL,JARDIM GUAICURUS,SAO JOSA DOS CAMPOS,SP,SIM
2017-10-01,6.6,2.1,NOITE,MASCULINO,SOLTEIRO,SUPERIOR,MS,MATO GROSSO DO SUL,JARDIM AGUA BOA,DOURADOS,MS,SIM
2017-08-01,6.6,1.6,NOITE,MASCULINO,SOLTEIRO,SUPERIOR INCOMPLETO,MS,MATO GROSSO DO SUL,PARQUE ALVORADA,DOURADOS,MS,SIM
2017-10-01,6.45,2.2,NOITE,FEMININO,SOLTEIRO,SUPERIOR INCOMPLETO,MS,MATO GROSSO DO SUL,VILA ALBA,COXIM,MS,SIM
2017-01-14,6.4,1.4,NOITE,MASCULINO,SOLTEIRO,SUPERIOR INCOMPLETO,MS,MATO GROSSO DO SUL,JARDIM CARAMURU,IVINHEMA,MS,SIM
2017-01-14,6.35,1.6,MANHA,MASCULINO,SOLTEIRO,SUPERIOR INCOMPLETO,MS,MATO GROSSO DO SUL,CENTRO,DOURADOS,MS,SIM
2017-09-01,6.3,1.8,NOITE,MASCULINO,CASADO,ENSINO MEDIO,MS,MATO GROSSO DO SUL,JARDIM NOVO HORIZONTE,ELDORADO,SP,SIM
2017-03-01,6.3,1.8,NOITE,FEMININO,SOLTEIRO,ENSINO MEDIO,MS,MATO GROSSO DO SUL,JARDIM AGUA BOA,ARAL MOREIRA,MS,SIM
2017-05-01,6.25,2.0,NOITE,FEMININO,SOLTEIRO,SUPERIOR INCOMPLETO,MS,MATO GROSSO DO SUL,JARDIM COLIBRI,FATIMA DO SUL,MS,SIM
2017-01-14,6.2,1.7,MANHA,MASCULINO,SOLTEIRO,SUPERIOR INCOMPLETO,MS,MATO GROSSO DO SUL,ALTOS DO INDAIA,SAO BERNARDO DO CAMPO,SP,SIM
2017-05-01,6.15,1.9,NOITE,MASCULINO,CASADO,ENSINO MEDIO,MS,MATO GROSSO DO SUL,JARDIM SANTA TERRA,DOURADOS,MS,SIM
2017-03-01,6.15,1.9,MANHA,MASCULINO,CASADO,ENSINO MEDIO,MS,MATO GROSSO DO SUL,JARDIM AMERICA,IVINHEMA,MS,SIM
2017-01-16,6.15,1.4,NOITE,MASCULINO,CASADO,ENSINO MEDIO,MS,MATO GROSSO DO SUL,JARDIM ITAIPU,DOURADOS,MS,SIM
2017-10-01,6.0,2.0,NOITE,MASCULINO,SOLTEIRO,SUPERIOR,MS,MATO GROSSO DO SUL,CONJUNTO RESIDENCIAL MONTE CARLO,BELA VISTA DA CAROBA,PR,SIM
2017-01-14,5.95,1.7,MANHA,MASCULINO,SOLTEIRO,SUPERIOR INCOMPLETO,MS,MATO GROSSO DO SUL,CENTRO,GLA3RIA DE DOURADOS,MS,SIM
2017-06-01,5.9,1.4,MANHA,FEMININO,SOLTEIRO,ENSINO MEDIO,MS,MATO GROSSO DO SUL,ZONA RURAL,FREI PAULO,SE,SIM
2017-05-01,5.85,2.1,MANHA,MASCULINO,SOLTEIRO,ENSINO MEDIO,MS,MATO GROSSO DO SUL,VILA ERONDINA,PONTA PORA,MS,SIM
2017-01-13,5.85,2.1,NOITE,FEMININO,SOLTEIRO,SUPERIOR,MS,MATO GROSSO DO SUL,JARDIM FLORIDA,DOURADOS,MS,SIM
2017-02-01,5.85,1.6,NOITE,FEMININO,CASADO,ENSINO MEDIO,MS,MATO GROSSO DO SUL,CAMPO DOURADO,DOURADOS,MS,SIM
2017-07-01,5.85,1.6,NOITE,MASCULINO,SOLTEIRO,SUPERIOR,MS,MATO GROSSO DO SUL,VILA AURORA,QUERAANCIA DO NORTE,PR,SIM
2017-01-16,5.85,1.6,NOITE,FEMININO,SOLTEIRO,ENSINO MEDIO,MS,MATO GROSSO DO SUL,VILA GUARANI,RIO BRILHANTE,MS,SIM
2017-01-13,5.75,2.0,NOITE,MASCULINO,SOLTEIRO,SUPERIOR,MS,MATO GROSSO DO SUL,VILA PLANALTO,SALTO GRANDE,SP,SIM
2017-12-01,5.75,1.5,NOITE,MASCULINO,SOLTEIRO,ENSINO MEDIO,MS,MATO GROSSO DO SUL,JARDIM SANTA MARIA,ITAPORA,MS,SIM
2017-12-01,5.75,1.5,NOITE,MASCULINO,SOLTEIRO,ENSINO MEDIO,MS,MATO GROSSO DO SUL,PARQUE ALVORADA,CAMPO GRANDE,AL,SIM
2017-01-14,5.65,1.9,NOITE,FEMININO,DIVORCIADO,ENSINO MEDIO,MS,MATO GROSSO DO SUL,JARDIM COLIBRI,PARANHOS,MS,SIM
2017-10-01,5.65,1.4,MANHA,MASCULINO,CASADO,ENSINO MEDIO,MS,MATO GROSSO DO SUL,JARDIM GIRASSOL,DOURADOS,MS,SIM
2017-10-01,5.6,1.6,NOITE,MASCULINO,CASADO,ENSINO MEDIO,MS,MATO GROSSO DO SUL,CENTRO,DOURADOS,MS,SIM
2017-10-01,5.6,1.6,MANHA,MASCULINO,CASADO,ENSINO MEDIO,MS,MATO GROSSO DO SUL,SAO JOSE,ITAPORA,MS,SIM
2017-07-01,5.55,1.3,NOITE,FEMININO,SEPARADO,ENSINO MEDIO,MS,MATO GROSSO DO SUL,VILA ESPERANCA,DOURADOS,MS,SIM
2017-01-16,5.5,1.5,NOITE,FEMININO,CASADO,SUPERIOR,MS,MATO GROSSO DO SUL,JARDIM AYDE,SAO PAULO,SP,SIM
2017-01-15,5.5,1.5,NOITE,MASCULINO,CASADO,ENSINO MEDIO,MS,MATO GROSSO DO SUL,CENTRO,BATAYPORA,MS,SIM
2017-12-01,5.45,1.7,NOITE,FEMININO,SOLTEIRO,SUPERIOR,MS,MATO GROSSO DO SUL,TRANCHAO,ASSIS,SP,SIM
2017-12-01,5.45,1.7,NOITE,FEMININO,SEPARADO,ENSINO MEDIO,MS,MATO GROSSO DO SUL,JARDIM AMERICA,CAMPO GRANDE,AL,SIM
2017-09-01,5.4,1.4,MANHA,MASCULINO,SOLTEIRO,ENSINO MEDIO,MS,MATO GROSSO DO SUL,ALTOS DO INDAIA,DOURADOS,MS,SIM
2017-01-14,5.35,1.6,NOITE,MASCULINO,CASADO,ENSINO MEDIO,MS,MATO GROSSO DO SUL,CENTRO,CARMO DE MINAS,MG,SIM
2017-01-13,5.35,1.6,NOITE,MASCULINO,SOLTEIRO,ENSINO MEDIO,MS,MATO GROSSO DO SUL,JARDIM MARINGA,DEODAPOLIS,MS,SIM
2017-01-14,5.05,1.3,NOITE,MASCULINO,SOLTEIRO,ENSINO MEDIO,MS,MATO GROSSO DO SUL,JARDIM PAULISTA,DOURADOS,MS,SIM
2017-12-01,4.95,1.2,NOITE,FEMININO,DIVORCIADO,ENSINO MEDIO,MS,MATO GROSSO DO SUL,VILA TOSCANA,GUIRATINGA,MT,NAO
2017-01-13,6.5,2.0,NOITE,MASCULINO,SOLTEIRO,SUPERIOR INCOMPLETO,MS,MATO GROSSO DO SUL,CENTRO,DOURADOS,MS,SIM
2017-02-01,6.5,2.0,NOITE,FEMININO,CASADO,SUPERIOR INCOMPLETO,MS,MATO GROSSO DO SUL,ALTO MARACAJU,DOURADOS,MS,SIM
2017-01-15,6.05,1.3,MANHA,MASCULINO,SOLTEIRO,ENSINO MEDIO,MS,MATO GROSSO DO SUL,BAIRRO,MARACAJU,MS,SIM
2017-12-01,6.0,1.5,MANHA,FEMININO,SOLTEIRO,ENSINO MEDIO,MS,MATO GROSSO DO SUL,VILA JUQUITA,MARACAJU,MS,SIM
2017-01-15,5.85,1.6,MANHA,MASCULINO,CASADO,ENSINO MEDIO,MS,MATO GROSSO DO SUL,CAMBARAI,MARACAJU,MS,SIM
2017-12-01,5.85,1.6,NOITE,FEMININO,SOLTEIRO,ENSINO MEDIO,MS,MATO GROSSO DO SUL,JUQUITA,MARACAJU,MS,SIM
2017-06-01,5.7,1.7,NOITE,FEMININO,SOLTEIRO,ENSINO MEDIO,MS,MATO GROSSO DO SUL,VILA MILITAR,CAMPO GRANDE,AL,SIM
2017-06-01,5.65,1.9,NOITE,MASCULINO,CASADO,ENSINO MEDIO,MS,MATO GROSSO DO SUL,OLIDIA ROCHA,PRESIDENTE PRUDENTE,SP,SIM
2017-07-01,5.6,1.6,NOITE,MASCULINO,SOLTEIRO,ENSINO MEDIO,MS,MATO GROSSO DO SUL,FLORIPES,GUIA LOPES DA LAGUNA,MS,SIM
2017-01-16,5.6,1.6,MANHA,MASCULINO,SOLTEIRO,ENSINO MEDIO,MS,MATO GROSSO DO SUL,MERCADO,MARACAJU,MS,SIM
2017-12-01,5.55,1.8,NOITE,MASCULINO,CASADO,ENSINO MEDIO,MS,MATO GROSSO DO SUL,ALTO MARACAJU,MARACAJU,MS,SIM
2017-01-16,5.5,1.5,NOITE,MASCULINO,SOLTEIRO,SUPERIOR INCOMPLETO,MS,MATO GROSSO DO SUL,JUQUITA,MARACAJU,MS,SIM
2017-08-01,5.45,1.7,NOITE,FEMININO,SOLTEIRO,ENSINO MEDIO,MS,MATO GROSSO DO SUL,FAZENDA BARRA DA ERVA,ASSIS,SP,SIM
2017-12-01,5.35,1.6,NOITE,MASCULINO,SOLTEIRO,SUPERIOR,MS,MATO GROSSO DO SUL,SAN RAPHAEL,MARACAJU,MS,SIM
2017-02-01,5.25,1.5,MANHA,FEMININO,SOLTEIRO,ENSINO MEDIO,MS,MATO GROSSO DO SUL,DISTRITO DE VISTA ALEGRE,CAMPO GRANDE,AL,SIM
2017-12-01,5.25,1.5,NOITE,MASCULINO,SOLTEIRO,ENSINO MEDIO,MS,MATO GROSSO DO SUL,CENTRO,MARACAJU,MS,SIM
2017-01-15,5.15,1.4,NOITE,MASCULINO,SOLTEIRO,SUPERIOR INCOMPLETO,MS,MATO GROSSO DO SUL,PARAGUAY,SANTO AUGUSTO,RS,SIM
2017-09-01,5.15,1.4,NOITE,MASCULINO,SOLTEIRO,ENSINO MEDIO,MS,MATO GROSSO DO SUL,JUQUITA,ITAPORA,MS,SIM
2017-01-13,5.1,1.1,NOITE,MASCULINO,CASADO,ENSINO MEDIO,MS,MATO GROSSO DO SUL,MARGARIDA,CASSILANDIA,MS,SIM
2017-01-14,5.1,1.1,NOITE,FEMININO,DIVORCIADO,ENSINO MEDIO,MS,MATO GROSSO DO SUL,VILA ANGELICA II,FATIMA DO SUL,MS,SIM
2017-01-16,6.95,1.7,NOITE,MASCULINO,SOLTEIRO,SUPERIOR,PA,PARA,TATAJUBA,CAPITAO POAO,PA,SIM
2017-01-16,6.85,1.6,MANHA,FEMININO,CASADO,SUPERIOR,PA,PARA,AREIA BRANCA,CAPANEMA,PA,SIM
2017-01-13,6.6,2.1,MANHA,MASCULINO,SOLTEIRO,SUPERIOR,PA,PARA,KM 15,CAPANEMA,PA,SIM
2017-01-16,6.6,1.6,NOITE,FEMININO,SOLTEIRO,NIVEL TECNICO,PA,PARA,SAO MANOEL,SAO MIGUEL DO GUAMA,PA,SIM
2017-01-16,5.8,1.8,MANHA,FEMININO,SOLTEIRO,ESPECIALIZACAO,PA,PARA,TRES DE MAIO,CAPANEMA,PA,SIM
2017-01-16,5.75,1.5,MANHA,MASCULINO,SOLTEIRO,ENSINO MEDIO,PA,PARA,CENTRO,CAPANEMA,PA,SIM
2017-01-16,5.7,1.7,NOITE,FEMININO,SOLTEIRO,SUPERIOR,PA,PARA,CAICARA,CASTANHAL,PA,SIM
2017-01-16,5.65,1.9,MANHA,FEMININO,SOLTEIRO,SUPERIOR,PA,PARA,ZONA RURAL,BRAGA,RS,SIM
2017-07-01,5.55,1.8,NOITE,MASCULINO,SOLTEIRO,SUPERIOR,PA,PARA,CENTRO,CAPANEMA,PA,SIM
2017-01-14,5.5,1.5,NOITE,MASCULINO,SOLTEIRO,ENSINO MEDIO,PA,PARA,CENTRO,ARAPIRACA,AL,SIM
2017-01-16,5.5,1.5,NOITE,FEMININO,SOLTEIRO,ENSINO MEDIO,PA,PARA,IGREJINHA,CAPANEMA,PA,SIM
2017-08-01,5.45,1.7,MANHA,MASCULINO,SOLTEIRO,ENSINO MEDIO,PA,PARA,CENTRO,PRIMAVERA,PA,SIM
2017-01-16,5.4,1.4,NOITE,FEMININO,CASADO,ENSINO MEDIO,PA,PARA,CENTRO,CAPANEMA,PA,SIM
2017-01-16,5.4,1.4,NOITE,FEMININO,SOLTEIRO,ENSINO MEDIO,PA,PARA,AREIA BRANCA,CASTANHAL,PA,SIM
2017-09-01,5.35,1.6,NOITE,MASCULINO,SOLTEIRO,SUPERIOR INCOMPLETO,PA,PARA,SAO PEDRO SAO PAULO,BARREIRAS,BA,SIM
2017-01-16,5.25,1.5,NOITE,FEMININO,SOLTEIRO,NIVEL TECNICO,PA,PARA,PISSAREIRA,PRIMAVERA,PA,SIM
2017-01-15,5.25,1.5,MANHA,FEMININO,SOLTEIRO,ENSINO MEDIO,PA,PARA,ZONA RURAL,CAPANEMA,PA,SIM
2017-01-15,5.15,1.4,NOITE,FEMININO,CASADO,ENSINO MEDIO,PA,PARA,PRIMEIRA,SANTA LUZIA DO PARA,PA,SIM
2017-01-16,5.05,1.3,MANHA,FEMININO,SOLTEIRO,ENSINO MEDIO,PA,PARA,CENTRO,CAPANEMA,PA,SIM
2017-06-01,4.85,1.1,MANHA,MASCULINO,SOLTEIRO,ENSINO MEDIO,PA,PARA,TRACUATEUA,TRACUATEUA,PA,NAO
2017-05-01,4.75,1.0,MANHA,MASCULINO,CASADO,ENSINO MEDIO,PA,PARA,IGREJINHA,CAPANEMA,PA,NAO
2017-12-01,6.75,2.0,MANHA,MASCULINO,SOLTEIRO,NIVEL TECNICO,PA,PARA,CENTRO,CAPITAO POAO,PA,SIM
2017-07-01,6.7,1.7,MANHA,MASCULINO,CASADO,ENSINO MEDIO,PA,PARA,ESTRELA,CASTANHAL,PA,SIM
2017-09-01,6.55,1.8,MANHA,MASCULINO,SOLTEIRO,SUPERIOR,PA,PARA,MARCO,MARAPANIM,PA,SIM
